,1995-2011,ticker,company,1996-2012,ticker,company,1997-2013,ticker,company,1998-2014,ticker,company,1999-2015,ticker,company,2000-2016,ticker,company,2001-2017,ticker,company,2002-2018,ticker,company
353,312.44%,WM,Waste Management Inc.,170.51%,COL,Rockwell Collins,183.83%,ILMN,Illumina Inc,199.00%,GPS,Gap Inc.,214.40%,EMR,Emerson Electric Company,114.56%,LLY,Lilly (Eli) & Co.,262.00%,SEE,Sealed Air,97.35%,PDCO,Patterson Companies
354,307.37%,BMS,Bemis Company,168.18%,CINF,Cincinnati Financial,179.86%,HAS,Hasbro Inc.,199.00%,TMO,Thermo Fisher Scientific,212.44%,RHI,Robert Half International,111.74%,BMY,Bristol-Myers Squibb,256.32%,BA,Boeing Company,97.03%,CDNS,Cadence Design Systems
355,301.80%,JCI,Johnson Controls Inc,167.78%,DISCA,Discovery Communications,179.31%,BMS,Bemis Company,198.72%,CBS,CBS Corp.,211.04%,DG,Dollar General,111.57%,CPB,Campbell Soup,253.63%,PNW,Pinnacle West Capital,93.25%,APA,Apache Corporation
356,291.24%,TRV,The Travelers Companies Inc.,161.10%,AVP,Avon Products,177.11%,ESV,Ensco plc,197.42%,MMC,Marsh & McLennan,210.33%,KORS,Michael Kors Holdings,111.50%,HAL,Halliburton Co.,246.97%,LH,Laboratory Corp. of America Holding,92.57%,HRB,Block H&R
357,276.72%,GPC,Genuine Parts,161.10%,SLM,SLM Corporation,176.48%,BBT,BB&T Corporation,196.84%,AON,Aon plc,207.95%,URI,"United Rentals, Inc.",111.14%,SEE,Sealed Air,243.83%,MAT,Mattel Inc.,91.77%,IVZ,Invesco Ltd.
358,271.26%,GRMN,Garmin Ltd.,159.82%,SNA,Snap-On Inc.,175.73%,SHLD,Sears Holding Corporation,196.03%,PG,Procter & Gamble,206.79%,RTN,Raytheon Co.,109.32%,FOXA,Twenty-First Century Fox Class A,237.99%,BRK.B,Berkshire Hathaway,91.13%,LLY,Lilly (Eli) & Co.
359,270.97%,MCO,Moody's Corp,159.46%,KO,Coca-Cola Company,174.03%,FOX,Twenty-First Century Fox Class B,194.71%,M,Macy's Inc.,206.24%,K,Kellogg Co.,108.12%,DFS,Discover Financial Services,226.16%,PPL,PPL Corp.,89.78%,APC,Anadarko Petroleum Corp
360,267.57%,HST,Host Hotels & Resorts,158.86%,CNP,CenterPoint Energy,172.50%,NI,NiSource Inc.,192.73%,PFG,Principal Financial Group,206.16%,WLTW,Willis Towers Watson,105.83%,CMCSA,Comcast Corp.,220.56%,DOV,Dover Corp.,89.37%,ATI,Allegheny Technologies
361,264.02%,RL,Polo Ralph Lauren Corp.,158.03%,VZ,Verizon Communications,172.39%,LYB,LyondellBasell,188.99%,GS,Goldman Sachs Group,205.46%,LM,Legg Mason,105.36%,JPM,JPMorgan Chase & Co.,219.12%,MDLZ,Mondelez International,87.61%,CFG,Citizens Financial Group
362,243.71%,EA,Electronic Arts,156.69%,WLTW,Willis Towers Watson,170.11%,HON,Honeywell Int'l Inc.,188.25%,BMS,Bemis Company,203.99%,PAYX,Paychex Inc.,100.34%,TEL,TE Connectivity Ltd.,218.20%,DGX,Quest Diagnostics,83.58%,MRK,Merck & Co.
363,241.24%,PCG,PG&E Corp.,155.46%,VRTX,Vertex Pharmaceuticals Inc,168.55%,K,Kellogg Co.,185.82%,APTV,Aptiv Plc,202.94%,ABT,Abbott Laboratories,100.03%,DNR,Denbury Resources,215.63%,WFC,Wells Fargo,76.70%,BK,The Bank of New York Mellon Corp.
364,234.82%,CBG,CBRE Group,155.28%,M,Macy's Inc.,166.26%,M,Macy's Inc.,185.12%,NI,NiSource Inc.,202.51%,WYN,Wyndham Worldwide,98.19%,KLAC,KLA-Tencor Corp.,209.04%,PEP,PepsiCo Inc.,72.90%,ALLE,Allegion
365,223.45%,MRK,Merck & Co.,155.10%,XEL,Xcel Energy Inc,163.76%,CNP,CenterPoint Energy,184.21%,DIS,The Walt Disney Company,202.38%,TXN,Texas Instruments,97.33%,MOS,The Mosaic Company,205.87%,KR,Kroger Co.,71.79%,IBM,International Business Machines
366,221.47%,MMC,Marsh & McLennan,152.80%,ATI,Allegheny Technologies,163.02%,LEG,Leggett & Platt,179.92%,LM,Legg Mason,202.10%,WY,Weyerhaeuser Corp.,97.03%,OMC,Omnicom Group,202.78%,OI,Owens-Illinois,69.28%,CNX,Consol Energy
367,208.73%,SRE,Sempra Energy,151.94%,PXD,Pioneer Natural Resources,161.73%,NOC,Northrop Grumman Corp.,177.19%,AMAT,Applied Materials Inc,197.67%,MMC,Marsh & McLennan,97.03%,LM,Legg Mason,200.94%,FB,"Facebook, Inc.",65.22%,SYF,Synchrony Financial
368,198.41%,EMN,Eastman Chemical,149.09%,PLD,Prologis,161.41%,DIS,The Walt Disney Company,175.78%,WY,Weyerhaeuser Corp.,196.81%,MCK,McKesson Corp.,95.86%,NLSN,Nielsen Holdings,200.60%,XOM,Exxon Mobil Corp.,63.30%,PFE,Pfizer Inc.
369,179.83%,COL,Rockwell Collins,148.83%,CBG,CBRE Group,161.03%,XEL,Xcel Energy Inc,175.70%,FL,Foot Locker Inc,196.42%,NI,NiSource Inc.,93.62%,MAS,Masco Corp.,198.20%,VRSK,Verisk Analytics,63.03%,NLSN,Nielsen Holdings
370,175.83%,LH,Laboratory Corp. of America Holding,146.60%,PCG,PG&E Corp.,159.08%,GME,GameStop,174.88%,NE,Noble Corp,195.78%,L,Loews Corp.,91.59%,CMS,CMS Energy,197.74%,UPS,United Parcel Service,61.86%,CAH,Cardinal Health
371,173.13%,T,AT&T Inc,145.74%,MYL,Mylan N.V.,158.46%,FII,Federated Investors,174.66%,CTAS,Cintas Corporation,195.21%,HCA,HCA Holdings,87.03%,ABBV,AbbVie Inc.,196.99%,ADP,Automatic Data Processing,61.25%,NFX,Newfield Exploration Co
372,172.29%,CTAS,Cintas Corporation,145.53%,TSS,Total System Services,155.61%,T,AT&T Inc,172.51%,NDAQ,"Nasdaq, Inc.",194.84%,PG,Procter & Gamble,84.22%,GHC,Graham Holdings,195.90%,NWL,Newell Brands,60.45%,JNPR,Juniper Networks
373,166.16%,PLD,Prologis,145.44%,LRCX,Lam Research,155.23%,PNC,PNC Financial Services,170.14%,RTN,Raytheon Co.,192.38%,NRG,NRG Energy,82.41%,NTRS,Northern Trust Corp.,186.56%,OMC,Omnicom Group,58.73%,ALTR,Altera Corp
374,163.63%,NI,NiSource Inc.,144.65%,BA,Boeing Company,153.93%,MET,MetLife Inc.,167.71%,MDT,Medtronic plc,192.38%,DO,Diamond Offshore Drilling,81.65%,MGM,MGM Resorts International,185.97%,DFS,Discover Financial Services,53.36%,HPE,Hewlett Packard Enterprise
375,163.12%,GS,Goldman Sachs Group,142.65%,HRB,Block H&R,152.91%,WY,Weyerhaeuser Corp.,166.86%,LUV,Southwest Airlines,191.31%,SHLD,Sears Holding Corporation,81.60%,SHLD,Sears Holding Corporation,184.73%,CTAS,Cintas Corporation,50.31%,LM,Legg Mason
376,153.83%,BIG,Big Lots Inc.,141.44%,ES,Eversource Energy,152.02%,R,Ryder Systems Inc.,165.38%,DG,Dollar General,190.89%,HST,Host Hotels & Resorts,80.84%,WY,Weyerhaeuser Corp.,176.93%,DF,Dean Foods,49.49%,STI,SunTrust Banks
377,149.96%,ES,Eversource Energy,140.25%,AN,AutoNation Inc,151.57%,CAH,Cardinal Health,163.82%,SWK,Stanley Black & Decker,185.83%,AEP,American Electric Power,80.75%,UAL,United Continental Holdings,170.14%,AFL,AFLAC Inc,48.17%,MS,Morgan Stanley
378,147.42%,XEL,Xcel Energy Inc,140.10%,GME,GameStop,149.01%,KR,Kroger Co.,163.22%,EIX,Edison Int'l,184.75%,RCL,Royal Caribbean Cruises Ltd,78.17%,FOX,Twenty-First Century Fox Class B,169.70%,M,Macy's Inc.,47.99%,JBL,Jabil Circuit
379,139.87%,SNPS,Synopsys Inc.,135.63%,DISCK,Discovery Communications,148.41%,SUN,Sunoco Inc.,162.69%,TSS,Total System Services,183.38%,ED,Consolidated Edison,77.70%,HOG,Harley-Davidson,166.57%,ABT,Abbott Laboratories,47.94%,FTV,Fortive Corp
380,127.66%,GME,GameStop,135.29%,MET,MetLife Inc.,148.13%,CTAS,Cintas Corporation,161.90%,MGM,MGM Resorts International,182.28%,XEL,Xcel Energy Inc,76.28%,AXP,American Express Co,162.66%,SBAC,SBA Communications,47.07%,TWX,Time Warner Inc.
381,97.39%,NEM,Newmont Mining Corporation,135.06%,FL,Foot Locker Inc,141.85%,LUV,Southwest Airlines,161.02%,MPC,Marathon Petroleum,181.09%,AMAT,Applied Materials Inc,75.58%,MMC,Marsh & McLennan,151.58%,BAX,Baxter International Inc.,41.80%,TER,Teradyne
382,96.01%,ARNC,Arconic Inc,134.32%,LLY,Lilly (Eli) & Co.,140.94%,NRG,NRG Energy,160.28%,NSM,National Semiconductor Corp.,179.28%,AAL,American Airlines Group,72.14%,M,Macy's Inc.,151.58%,RHI,Robert Half International,30.89%,XRX,Xerox Corp.
383,95.92%,FHN,First Horizon,131.11%,FIS,Fidelity National Information Services,137.12%,SLM,SLM Corporation,160.17%,CNP,CenterPoint Energy,177.03%,WMB,Williams Cos.,71.71%,BBY,Best Buy Co. Inc.,151.47%,WBA,Walgreens Boots Alliance,25.96%,CA,"CA, Inc."
384,80.78%,BSX,Boston Scientific,131.03%,AMAT,Applied Materials Inc,135.85%,AEP,American Electric Power,159.36%,PNW,Pinnacle West Capital,174.63%,PCG,PG&E Corp.,71.45%,VZ,Verizon Communications,149.93%,SUN,Sunoco Inc.,25.65%,TRIP,TripAdvisor
385,56.41%,WIN,Windstream Holdings Inc,130.78%,CHK,Chesapeake Energy,135.03%,JPM,JPMorgan Chase & Co.,156.36%,CSCO,Cisco Systems,174.42%,CINF,Cincinnati Financial,70.11%,FFIV,F5 Networks,147.97%,AAL,American Airlines Group,24.41%,BHGE,"Baker Hughes, a GE Company"
386,47.79%,STX,Seagate Technology,130.14%,AEP,American Electric Power,130.08%,FBHS,Fortune Brands Home & Security,155.98%,JPM,JPMorgan Chase & Co.,174.28%,ALL,Allstate Corp,69.42%,WMB,Williams Cos.,139.62%,SWKS,Skyworks Solutions,23.34%,HIG,Hartford Financial Svc.Gp.
387,45.68%,TSN,Tyson Foods,126.44%,HST,Host Hotels & Resorts,129.95%,JCI,Johnson Controls Inc,155.25%,WYN,Wyndham Worldwide,173.47%,PNC,PNC Financial Services,68.59%,BSX,Boston Scientific,135.24%,UNM,Unum Group,21.77%,HOG,Harley-Davidson
388,42.06%,DPS,Dr Pepper Snapple Group,125.85%,WM,Waste Management Inc.,126.48%,ZBH,Zimmer Biomet Holdings,154.81%,WMB,Williams Cos.,171.99%,TRIP,TripAdvisor,67.83%,PFE,Pfizer Inc.,133.11%,LUK,Leucadia National Corp.,21.69%,WU,Western Union Co
389,41.84%,AEE,Ameren Corp,123.38%,DIS,The Walt Disney Company,125.10%,BMY,Bristol-Myers Squibb,153.37%,LEG,Leggett & Platt,171.41%,STT,State Street Corp.,65.84%,MNK,Mallinckrodt,130.41%,HST,Host Hotels & Resorts,19.23%,F,Ford Motor
390,33.19%,V,Visa Inc.,122.17%,GE,General Electric,124.42%,WLTW,Willis Towers Watson,148.28%,IFF,Intl Flavors & Fragrances,171.14%,PGR,Progressive Corp.,65.54%,KORS,Michael Kors Holdings,129.37%,X,United States Steel Corporation,17.25%,KHC,Kraft Heinz
391,32.83%,CMS,CMS Energy,120.77%,BK,The Bank of New York Mellon Corp.,123.72%,PRU,Prudential Financial,147.94%,RSG,Republic Services Inc,169.62%,CLX,The Clorox Company,64.61%,DISH,Dish Network,126.76%,APC,Anadarko Petroleum Corp,15.28%,ZION,Zions Bancorp
392,11.26%,CHTR,Charter Communications,120.57%,PKI,PerkinElmer,122.32%,IFF,Intl Flavors & Fragrances,146.80%,AWK,American Water Works Company Inc,169.12%,WMT,Wal-Mart Stores,63.05%,IQV,IQVIA,120.82%,MAS,Masco Corp.,11.92%,CTL,CenturyLink Inc
393,11.25%,IP,International Paper,118.77%,CAG,Conagra Brands,118.17%,NSM,National Semiconductor Corp.,146.36%,SLM,SLM Corporation,163.92%,AEE,Ameren Corp,63.05%,Q,Qwest Communications,116.07%,CA,"CA, Inc.",11.38%,RF,Regions Financial Corp.
394,5.71%,EXPE,Expedia Inc.,117.71%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,117.83%,CHTR,Charter Communications,146.19%,RHI,Robert Half International,162.92%,CTXS,Citrix Systems,62.54%,CCL,Carnival Corp.,112.26%,MET,MetLife Inc.,6.84%,NWSA,News Corp. Class A
395,5.04%,QEP,QEP Resources,115.94%,EMN,Eastman Chemical,116.04%,LLY,Lilly (Eli) & Co.,145.79%,ANF,Abercrombie & Fitch,162.29%,CAH,Cardinal Health,61.16%,IBM,International Business Machines,111.07%,PAYX,Paychex Inc.,4.54%,DF,Dean Foods
396,-3.86%,WU,Western Union Co,113.48%,INCY,Incyte,114.12%,ENDP,Endo International plc,144.23%,HAL,Halliburton Co.,162.21%,MPC,Marathon Petroleum,60.95%,XYL,Xylem Inc.,109.36%,KO,Coca-Cola Company,0.32%,DO,Diamond Offshore Drilling
397,-13.94%,CBS,CBS Corp.,111.87%,SHLD,Sears Holding Corporation,112.65%,RSG,Republic Services Inc,143.54%,KR,Kroger Co.,161.72%,CBS,CBS Corp.,59.28%,ADI,"Analog Devices, Inc.",108.62%,FE,FirstEnergy Corp,-4.24%,CSRA,CSRA Inc.
398,-17.18%,TGNA,"Tegna, Inc.",110.94%,DRE,Duke Realty Corp,112.58%,AWK,American Water Works Company Inc,143.32%,AIV,Apartment Investment & Management,159.83%,NFX,Newfield Exploration Co,58.01%,ZTS,Zoetis,101.66%,PHM,Pulte Homes Inc.,-6.73%,DNR,Denbury Resources
399,-19.65%,PCLN,Priceline.com Inc,105.91%,AES,AES Corp,110.87%,KORS,Michael Kors Holdings,142.98%,FE,FirstEnergy Corp,156.36%,EXPE,Expedia Inc.,57.51%,SLM,SLM Corporation,83.57%,SNI,Scripps Networks Interactive Inc.,-7.34%,QRVO,Qorvo
400,-38.22%,MSI,Motorola Solutions Inc.,105.62%,MRK,Merck & Co.,110.79%,ADM,Archer-Daniels-Midland Co,142.67%,EA,Electronic Arts,154.02%,FE,FirstEnergy Corp,54.73%,SAIC,SAIC,80.60%,IQV,IQVIA,-11.00%,KSS,Kohl's
401,-80.65%,EQIX,Equinix,105.41%,FOXA,Twenty-First Century Fox Class A,108.90%,CAG,Conagra Brands,141.97%,MDLZ,Mondelez International,153.72%,RHT,Red Hat Inc.,52.77%,COTY,"Coty, Inc",77.60%,KORS,Michael Kors Holdings,-12.58%,ANF,Abercrombie & Fitch
402,nan%,BHF,Brighthouse Financial Inc,103.58%,PRU,Prudential Financial,108.20%,VRTX,Vertex Pharmaceuticals Inc,141.44%,VRSK,Verisk Analytics,153.34%,FTR,Frontier Communications,51.49%,T,AT&T Inc,76.01%,SLM,SLM Corporation,-17.14%,FHN,First Horizon
403,1955.14%,WAT,Waters Corporation,100.77%,K,Kellogg Co.,106.51%,PM,Philip Morris International,139.26%,CTL,CenturyLink Inc,153.10%,MDLZ,Mondelez International,47.72%,MRK,Merck & Co.,71.56%,NCLH,Norwegian Cruise Line,-17.65%,VIAB,Viacom Inc.
404,1660.84%,CB,Chubb Corp,99.89%,ALL,Allstate Corp,106.00%,NFX,Newfield Exploration Co,138.63%,VZ,Verizon Communications,153.03%,USB,U.S. Bancorp,44.55%,CMA,Comerica Inc.,68.93%,TRIP,TripAdvisor,-17.68%,IPG,Interpublic Group
405,1558.90%,CHRW,C. H. Robinson Worldwide,99.87%,T,AT&T Inc,105.77%,ALL,Allstate Corp,138.47%,VMC,Vulcan Materials,150.61%,RDC,Rowan Companies Plc,41.58%,UNM,Unum Group,52.47%,MDT,Medtronic plc,-22.50%,JCI,Johnson Controls Inc
406,1410.98%,DHR,Danaher Corp.,98.86%,MS,Morgan Stanley,105.26%,GS,Goldman Sachs Group,136.12%,AN,AutoNation Inc,149.37%,DFS,Discover Financial Services,40.52%,TXN,Texas Instruments,51.40%,GT,Goodyear Tire & Rubber,-24.73%,AES,AES Corp
407,1375.64%,TIF,Tiffany & Co.,98.53%,BHGE,"Baker Hughes, a GE Company",102.73%,BK,The Bank of New York Mellon Corp.,134.22%,PSX,Phillips 66,148.31%,KSU,Kansas City Southern,40.51%,TXT,Textron Inc.,43.87%,BAC,Bank of America Corp,-26.94%,FITB,Fifth Third Bancorp
408,1312.33%,ISRG,Intuitive Surgical Inc.,98.35%,V,Visa Inc.,102.07%,AVGO,Broadcom,133.77%,PCLN,Priceline.com Inc,148.13%,MOS,The Mosaic Company,39.83%,ORCL,Oracle Corp.,40.00%,NRG,NRG Energy,-27.61%,SE,Spectra Energy Corp
409,1236.78%,SLB,Schlumberger Ltd.,97.00%,URI,"United Rentals, Inc.",98.80%,MAT,Mattel Inc.,133.50%,NTRS,Northern Trust Corp.,147.76%,MMI,Motorola Mobility,39.78%,SNI,Scripps Networks Interactive Inc.,37.70%,HBAN,Huntington Bancshares,-28.49%,LVLT,Level 3 Communications
410,1221.23%,NE,Noble Corp,93.36%,RSG,Republic Services Inc,96.55%,GE,General Electric,126.97%,SNPS,Synopsys Inc.,144.25%,COF,Capital One Financial,37.68%,ALLE,Allegion,32.62%,INFO,IHS Markit Ltd.,-30.91%,RRD,R.R. Donnelley
411,1109.56%,ECL,Ecolab,88.83%,LUV,Southwest Airlines,95.96%,DRE,Duke Realty Corp,126.91%,RCL,Royal Caribbean Cruises Ltd,143.80%,KR,Kroger Co.,36.87%,BK,The Bank of New York Mellon Corp.,28.01%,HLT,Hilton Worldwide,-31.71%,CHK,Chesapeake Energy
412,1101.27%,PX,Praxair Inc.,88.33%,PM,Philip Morris International,94.88%,KO,Coca-Cola Company,125.02%,INCY,Incyte,140.57%,DAL,Delta Air Lines,36.66%,SNPS,Synopsys Inc.,27.18%,NSM,National Semiconductor Corp.,-31.92%,BBBY,Bed Bath & Beyond
413,1096.99%,HP,Helmerich & Payne,88.29%,HPQ,HP Inc.,94.35%,RHT,Red Hat Inc.,124.07%,PM,Philip Morris International,140.38%,MDT,Medtronic plc,36.23%,MSFT,Microsoft Corp.,26.19%,AKS,AK Steel Holding Corp.,-33.08%,ENDP,Endo International plc
414,989.50%,MUR,Murphy Oil,88.26%,NRG,NRG Energy,94.00%,EA,Electronic Arts,122.28%,PNC,PNC Financial Services,135.30%,VRSK,Verisk Analytics,35.62%,GT,Goodyear Tire & Rubber,22.18%,PFE,Pfizer Inc.,-35.12%,WPX,"WPX Energy, Inc."
415,960.96%,RRC,Range Resources Corp.,85.02%,AIZ,Assurant Inc,93.97%,DG,Dollar General,120.86%,FSLR,First Solar,129.34%,DRE,Duke Realty Corp,34.19%,AVY,Avery Dennison Corp,20.32%,GE,General Electric,-36.13%,AMD,Advanced Micro Devices
416,931.50%,BLL,Ball Corp,84.42%,MGM,MGM Resorts International,93.42%,FL,Foot Locker Inc,120.13%,CCE,Coca-Cola Enterprises,129.30%,PCLN,Priceline.com Inc,32.49%,XLNX,Xilinx Inc,15.87%,GPS,Gap Inc.,-38.95%,TGNA,"Tegna, Inc."
417,930.24%,WYNN,Wynn Resorts,81.08%,AVGO,Broadcom,91.49%,AMP,Ameriprise Financial,119.07%,VIAB,Viacom Inc.,128.71%,UPS,United Parcel Service,32.22%,SYF,Synchrony Financial,15.32%,GM,General Motors,-48.64%,MNK,Mallinckrodt
418,916.54%,MTD,Mettler Toledo,80.99%,DG,Dollar General,90.62%,BA,Boeing Company,116.85%,DPS,Dr Pepper Snapple Group,126.66%,MLM,Martin Marietta Materials,31.50%,NRG,NRG Energy,10.96%,COTY,"Coty, Inc",-52.75%,ETFC,E*Trade
419,886.14%,DVN,Devon Energy,80.49%,FOX,Twenty-First Century Fox Class B,90.22%,DPS,Dr Pepper Snapple Group,116.06%,BMY,Bristol-Myers Squibb,126.39%,DF,Dean Foods,25.01%,ANF,Abercrombie & Fitch,10.55%,KEY,KeyCorp,-56.23%,EVHC,Envision Healthcare
420,857.72%,DHI,D. R. Horton,79.50%,ZBH,Zimmer Biomet Holdings,89.38%,HST,Host Hotels & Resorts,115.80%,PCG,PG&E Corp.,125.59%,TSN,Tyson Foods,23.01%,CTXS,Citrix Systems,8.47%,NAVI,Navient,-59.25%,ARNC,Arconic Inc
421,839.66%,CNX,Consol Energy,78.65%,WY,Weyerhaeuser Corp.,87.25%,VRSK,Verisk Analytics,113.35%,SNI,Scripps Networks Interactive Inc.,123.32%,CCE,Coca-Cola Enterprises,17.99%,DWDP,DowDuPont,7.52%,PYPL,PayPal,-64.98%,NE,Noble Corp
422,800.42%,COF,Capital One Financial,76.23%,AWK,American Water Works Company Inc,83.77%,MRK,Merck & Co.,112.13%,CINF,Cincinnati Financial,123.06%,PSX,Phillips 66,16.46%,XL,XL Capital,0.43%,JCP,J.C. Penney,-65.82%,SHLD,Sears Holding Corporation
423,798.36%,FISV,Fiserv Inc,75.73%,AEE,Ameren Corp,81.43%,TMO,Thermo Fisher Scientific,111.83%,XEL,Xcel Energy Inc,120.09%,KSS,Kohl's,15.83%,WMT,Wal-Mart Stores,-2.12%,PBI,Pitney Bowes Inc,-69.84%,RIG,Transocean
424,798.04%,HCN,Welltower Inc.,73.95%,CPB,Campbell Soup,81.25%,EXPE,Expedia Inc.,111.33%,AEE,Ameren Corp,120.07%,MNK,Mallinckrodt,15.78%,CFG,Citizens Financial Group,-6.40%,WRK,WestRock Company,-71.06%,WIN,Windstream Holdings Inc
425,787.10%,EQR,Equity Residential,72.06%,FII,Federated Investors,80.94%,WYN,Wyndham Worldwide,111.30%,NFX,Newfield Exploration Co,119.71%,SLM,SLM Corporation,13.00%,INFO,IHS Markit Ltd.,-15.64%,KMI,Kinder Morgan,-74.63%,QEP,QEP Resources
426,783.38%,GD,General Dynamics,69.75%,GLW,Corning Inc.,79.32%,APTV,Aptiv Plc,110.46%,UPS,United Parcel Service,119.32%,PM,Philip Morris International,9.14%,IP,International Paper,-22.21%,NWS,News Corp. Class B,-79.05%,C,Citigroup Inc.
427,782.99%,INTU,Intuit,69.63%,AVY,Avery Dennison Corp,78.72%,MS,Morgan Stanley,109.69%,DFS,Discover Financial Services,116.59%,CNP,CenterPoint Energy,7.96%,VIAB,Viacom Inc.,-24.10%,RDC,Rowan Companies Plc,-80.63%,FTR,Frontier Communications
428,752.64%,DVA,DaVita,67.01%,STX,Seagate Technology,77.92%,RTN,Raytheon Co.,109.35%,DO,Diamond Offshore Drilling,113.92%,IBM,International Business Machines,7.52%,PWR,Quanta Services Inc.,-34.51%,XL,XL Capital,-81.53%,GNW,Genworth Financial
429,750.09%,BCR,Bard (C.R.) Inc.,65.86%,IFF,Intl Flavors & Fragrances,76.65%,CBS,CBS Corp.,107.51%,EXPE,Expedia Inc.,111.62%,JPM,JPMorgan Chase & Co.,7.32%,GM,General Motors,-37.41%,ODP,Office Depot Inc.,-85.22%,UA,Under Armour
430,748.64%,DO,Diamond Offshore Drilling,64.65%,DPS,Dr Pepper Snapple Group,75.69%,MPC,Marathon Petroleum,105.65%,RHT,Red Hat Inc.,111.52%,CBOE,CBOE Holdings,4.99%,BAC,Bank of America Corp,-38.04%,MU,Micron Technology,-96.12%,CPWR,Compuware
431,737.93%,PGR,Progressive Corp.,64.39%,GHC,Graham Holdings,71.37%,AEE,Ameren Corp,102.98%,AEP,American Electric Power,111.00%,UAL,United Continental Holdings,4.44%,FTR,Frontier Communications,-38.48%,GLW,Corning Inc.,nan%,TEG,Integrys Energy Group Inc.
432,731.79%,IR,Ingersoll-Rand PLC,63.40%,NDAQ,"Nasdaq, Inc.",70.74%,MDLZ,Mondelez International,102.69%,JBL,Jabil Circuit,110.50%,MAT,Mattel Inc.,3.26%,EVHC,Envision Healthcare,-38.55%,NBR,Nabors Industries,1882.78%,ANDV,Andeavor
433,695.74%,TAP,Molson Coors Brewing Company,62.81%,CMA,Comerica Inc.,69.68%,HBI,Hanesbrands Inc,102.39%,IT,Gartner Inc,106.90%,CAG,Conagra Brands,1.42%,FCX,Freeport-McMoRan Inc.,-51.03%,SVU,Supervalu Inc.,1750.90%,ALXN,Alexion Pharmaceuticals
434,666.02%,NBL,Noble Energy Inc,62.69%,CHTR,Charter Communications,68.45%,NDAQ,"Nasdaq, Inc.",102.31%,CCL,Carnival Corp.,104.86%,NTRS,Northern Trust Corp.,1.31%,KSU,Kansas City Southern,-51.31%,S,Sprint Nextel Corp.,1749.73%,HOLX,Hologic
435,665.46%,MAA,Mid-America Apartments,62.53%,MDLZ,Mondelez International,65.26%,MOS,The Mosaic Company,102.17%,BBT,BB&T Corporation,104.18%,CTAS,Cintas Corporation,0.87%,KEY,KeyCorp,-56.52%,NYT,The New York Times Co.,1554.87%,EW,Edwards Lifesciences
436,653.99%,AMGN,Amgen Inc,61.31%,PHM,Pulte Homes Inc.,65.17%,PFG,Principal Financial Group,100.85%,SUN,Sunoco Inc.,104.08%,FB,"Facebook, Inc.",0.10%,HLT,Hilton Worldwide,-64.06%,ESV,Ensco plc,1260.51%,REGN,Regeneron
437,648.78%,YUM,Yum! Brands Inc,60.06%,MAT,Mattel Inc.,64.44%,ALGN,Align Technology,100.67%,ESV,Ensco plc,101.76%,VMC,Vulcan Materials,-0.66%,CTL,CenturyLink Inc,-69.34%,AVP,Avon Products,1190.16%,FMC,FMC Corporation
438,627.49%,MAR,Marriott Int'l.,58.26%,IT,Gartner Inc,63.96%,ATI,Allegheny Technologies,97.40%,PFE,Pfizer Inc.,101.61%,SEE,Sealed Air,-1.36%,GE,General Electric,-85.62%,LIFE,Life Technologies,1026.47%,VFC,V.F. Corp.
439,613.24%,MRO,Marathon Oil Corp.,55.62%,ILMN,Illumina Inc,61.28%,F,Ford Motor,97.24%,MAT,Mattel Inc.,101.45%,LNC,Lincoln National,-1.39%,PYPL,PayPal,-87.19%,THC,Tenet Healthcare,990.27%,BA,Boeing Company
440,600.06%,XLNX,Xilinx Inc,53.97%,RIG,Transocean,59.93%,AIZ,Assurant Inc,97.03%,ATI,Allegheny Technologies,100.56%,BIG,Big Lots Inc.,-4.16%,NE,Noble Corp,-87.81%,LVLT,Level 3 Communications,876.64%,AZO,AutoZone Inc
441,590.48%,MAC,Macerich,53.40%,TMO,Thermo Fisher Scientific,59.34%,INTC,Intel Corp.,96.59%,HST,Host Hotels & Resorts,100.03%,ABBV,AbbVie Inc.,-5.85%,NSM,National Semiconductor Corp.,-95.45%,AIG,"American International Group, Inc.",802.89%,BWA,BorgWarner
442,585.78%,BXP,Boston Properties,51.52%,RHT,Red Hat Inc.,57.90%,PSX,Phillips 66,95.67%,K,Kellogg Co.,98.52%,NSM,National Semiconductor Corp.,-7.82%,HPE,Hewlett Packard Enterprise,nan%,BHF,Brighthouse Financial Inc,784.38%,TJX,TJX Companies Inc.
443,563.70%,MLM,Martin Marietta Materials,51.25%,F,Ford Motor,54.02%,IP,International Paper,94.55%,TSN,Tyson Foods,96.28%,NBR,Nabors Industries,-9.42%,NWS,News Corp. Class B,1681.36%,ADS,Alliance Data Systems,779.89%,PCAR,PACCAR Inc.
444,551.71%,IVZ,Invesco Ltd.,49.97%,LYB,LyondellBasell,53.65%,TSS,Total System Services,94.14%,INTC,Intel Corp.,96.11%,ATI,Allegheny Technologies,-9.80%,JCI,Johnson Controls Inc,1303.42%,YUM,Yum! Brands Inc,nan%,APOL,Apollo Group Inc.
445,547.80%,AJG,Arthur J. Gallagher & Co.,48.85%,RTN,Raytheon Co.,52.71%,TRIP,TripAdvisor,92.65%,T,AT&T Inc,94.92%,SCHW,Charles Schwab Corporation,-11.33%,PBI,Pitney Bowes Inc,1228.31%,AET,Aetna Inc,72048.57%,MNST,Monster Beverage
