,1995-1998,ticker,company,1996-1999,ticker,company,1997-2000,ticker,company,1998-2001,ticker,company,1999-2002,ticker,company,2000-2003,ticker,company,2001-2004,ticker,company,2002-2005,ticker,company,2003-2006,ticker,company,2004-2007,ticker,company,2005-2008,ticker,company,2006-2009,ticker,company,2007-2010,ticker,company,2008-2011,ticker,company,2009-2012,ticker,company,2010-2013,ticker,company,2011-2014,ticker,company,2012-2015,ticker,company,2013-2016,ticker,company,2014-2017,ticker,company,2015-2018,ticker,company
427,,,,-59.66%,FCX,Freeport-McMoRan Inc.,-52.76%,JCP,J.C. Penney,-46.77%,CSX,CSX Corp.,-32.17%,JCP,J.C. Penney,-58.85%,BMY,Bristol-Myers Squibb,-28.17%,MSI,Motorola Solutions Inc.,-7.21%,CI,CIGNA Corp.,21.89%,TJX,TJX Companies Inc.,13.35%,ROST,Ross Stores,16.76%,RRD,R.R. Donnelley,-69.93%,EA,Electronic Arts,1.34%,LEG,Leggett & Platt,-94.96%,AIG,"American International Group, Inc.",76.64%,DRI,Darden Restaurants,52.34%,MAA,Mid-America Apartments,154.98%,WDC,Western Digital,43.90%,GWW,Grainger (W.W.) Inc.,-9.33%,WMB,Williams Cos.,32.78%,HSIC,Henry Schein,-88.27%,SHLD,Sears Holding Corporation
428,,,,-60.64%,LRCX,Lam Research,-53.14%,SWN,Southwestern Energy,-47.49%,HAS,Hasbro Inc.,-33.00%,PCG,PG&E Corp.,-58.86%,AMAT,Applied Materials Inc,-28.37%,BA,Boeing Company,-7.21%,ABC,AmerisourceBergen Corp,21.17%,BMS,Bemis Company,13.30%,PRGO,Perrigo,16.22%,EMN,Eastman Chemical,-70.92%,KEY,KeyCorp,1.29%,PG,Procter & Gamble,nan%,KG,King Pharmaceuticals Inc.,76.18%,MCO,Moody's Corp,52.03%,CI,CIGNA Corp.,150.53%,CMG,Chipotle Mexican Grill,43.90%,BXP,Boston Properties,-9.42%,NWS,News Corp. Class B,32.36%,SJM,JM Smucker,-89.17%,ENDP,Endo International plc
429,,,,-60.83%,NEM,Newmont Mining Corporation,-54.56%,NBL,Noble Energy Inc,-47.91%,UNM,Unum Group,-33.81%,HUM,Humana Inc.,-58.95%,MCD,McDonald's Corp.,-28.39%,BAX,Baxter International Inc.,-7.34%,TRV,The Travelers Companies Inc.,21.15%,BRK.B,Berkshire Hathaway,13.07%,LEN,Lennar Corp.,15.78%,USB,U.S. Bancorp,-71.45%,TER,Teradyne,1.07%,WIN,Windstream Holdings Inc,172.06%,TSCO,Tractor Supply Company,75.75%,BLL,Ball Corp,51.06%,D,Dominion Energy,144.98%,OKE,ONEOK,43.67%,XLNX,Xilinx Inc,-11.07%,FLS,Flowserve Corporation,32.16%,UHS,"Universal Health Services, Inc.",-89.81%,FTR,Frontier Communications
430,,,,-62.62%,RRC,Range Resources Corp.,-55.21%,IDXX,IDEXX Laboratories,-49.85%,MOS,The Mosaic Company,-34.04%,RTN,Raytheon Co.,-59.32%,HPQ,HP Inc.,-28.51%,XEL,Xcel Energy Inc,-7.56%,CMCSA,Comcast Corp.,19.97%,AIG,"American International Group, Inc.",12.79%,CSCO,Cisco Systems,14.89%,GPC,Genuine Parts,-72.23%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,0.93%,MAA,Mid-America Apartments,93.83%,AGN,"Allergan, Inc",75.61%,HSIC,Henry Schein,51.06%,GRMN,Garmin Ltd.,144.42%,FOX,Twenty-First Century Fox Class B,43.46%,ARE,Alexandria Real Estate Equities Inc,-11.23%,EQT,EQT Corporation,32.04%,D,Dominion Energy,-96.12%,CPWR,Compuware
431,,,,-74.56%,KMX,Carmax Inc,-55.49%,CCK,Crown Holdings,-50.61%,SEE,Sealed Air,-34.24%,ALK,Alaska Air Group Inc,-60.91%,ANDV,Andeavor,-30.64%,KR,Kroger Co.,-8.63%,XL,XL Capital,19.88%,NI,NiSource Inc.,12.51%,WIN,Windstream Holdings Inc,14.66%,EQR,Equity Residential,-72.77%,PHM,Pulte Homes Inc.,0.83%,ADS,Alliance Data Systems,55.91%,CSX,CSX Corp.,75.03%,LNT,Alliant Energy Corp,50.77%,SJM,JM Smucker,140.62%,CBOE,CBOE Holdings,42.88%,ANSS,ANSYS,-12.54%,VTR,Ventas Inc,31.93%,UNP,Union Pacific,nan%,TEG,Integrys Energy Group Inc.
432,,,,-76.20%,PXD,Pioneer Natural Resources,-56.44%,MOS,The Mosaic Company,-51.02%,ENDP,Endo International plc,-35.20%,A,Agilent Technologies Inc,-61.45%,ORCL,Oracle Corp.,-30.98%,AIG,"American International Group, Inc.",-8.91%,CA,"CA, Inc.",19.37%,FHN,First Horizon,12.31%,MDT,Medtronic plc,13.91%,AIV,Apartment Investment & Management,-72.81%,RF,Regions Financial Corp.,0.81%,CMS,CMS Energy,54.81%,LEG,Leggett & Platt,74.90%,CCK,Crown Holdings,49.93%,VAR,Varian Medical Systems,140.46%,PPG,PPG Industries,42.60%,OKE,ONEOK,-12.59%,FE,FirstEnergy Corp,31.57%,K,Kellogg Co.,146.36%,BA,Boeing Company
433,,,,-85.14%,LH,Laboratory Corp. of America Holding,-56.91%,HUM,Humana Inc.,-51.65%,NSC,Norfolk Southern Corp.,-36.32%,MOS,The Mosaic Company,-61.84%,CCK,Crown Holdings,-32.13%,TER,Teradyne,-9.03%,MSFT,Microsoft Corp.,18.67%,LUV,Southwest Airlines,11.89%,HBI,Hanesbrands Inc,13.75%,IBM,International Business Machines,-75.03%,FITB,Fifth Third Bancorp,0.71%,VRSN,Verisign Inc.,54.55%,JBHT,J. B. Hunt Transport Services,73.97%,LRCX,Lam Research,49.78%,MAR,Marriott Int'l.,139.23%,CI,CIGNA Corp.,42.27%,QCOM,QUALCOMM Inc.,-13.19%,CMI,Cummins Inc.,31.45%,XEC,Cimarex Energy,104.33%,MCHP,Microchip Technology
434,,,,-91.22%,CHK,Chesapeake Energy,-58.44%,IT,Gartner Inc,-55.35%,IFF,Intl Flavors & Fragrances,-36.69%,NSC,Norfolk Southern Corp.,-61.89%,INTC,Intel Corp.,-33.20%,UNM,Unum Group,-9.57%,CAH,Cardinal Health,18.45%,JNJ,Johnson & Johnson,11.67%,PAYX,Paychex Inc.,13.14%,XEC,Cimarex Energy,-75.52%,JCI,Johnson Controls Inc,0.44%,TRV,The Travelers Companies Inc.,54.49%,O,Realty Income Corporation,73.87%,DUK,Duke Energy,49.51%,DHR,Danaher Corp.,134.51%,AET,Aetna Inc,42.18%,K,Kellogg Co.,-13.21%,QCOM,QUALCOMM Inc.,31.33%,COL,Rockwell Collins,102.29%,PYPL,PayPal
435,,,,,,,-61.27%,HSIC,Henry Schein,-55.35%,ODP,Office Depot Inc.,-36.99%,PBI,Pitney Bowes Inc,-62.94%,XRX,Xerox Corp.,-33.95%,ADP,Automatic Data Processing,-11.03%,TXN,Texas Instruments,18.02%,SJM,JM Smucker,11.34%,ZBH,Zimmer Biomet Holdings,12.90%,NEM,Newmont Mining Corporation,-76.03%,LVLT,Level 3 Communications,0.28%,ES,Eversource Energy,53.59%,EMN,Eastman Chemical,72.00%,ACN,Accenture plc,48.81%,AXP,American Express Co,134.22%,PSX,Phillips 66,41.54%,EQT,EQT Corporation,-13.70%,BBBY,Bed Bath & Beyond,31.05%,MSI,Motorola Solutions Inc.,96.61%,MAS,Masco Corp.
436,,,,,,,-63.64%,TMO,Thermo Fisher Scientific,-55.85%,RRC,Range Resources Corp.,-38.90%,JWN,Nordstrom,-63.18%,CMS,CMS Energy,-35.45%,CVS,CVS Health,-11.57%,BK,The Bank of New York Mellon Corp.,17.11%,INCY,Incyte,10.99%,PDCO,Patterson Companies,12.58%,JNJ,Johnson & Johnson,-76.43%,STX,Seagate Technology,-0.32%,HCP,HCP Inc.,50.80%,VRTX,Vertex Pharmaceuticals Inc,71.58%,ECL,Ecolab,47.21%,NEE,NextEra Energy,133.66%,VIAB,Viacom Inc.,41.01%,EMR,Emerson Electric Company,-13.78%,DISCK,Discovery Communications,30.35%,JNPR,Juniper Networks,86.54%,RTN,Raytheon Co.
437,,,,,,,-68.18%,FL,Foot Locker Inc,-56.25%,KMX,Carmax Inc,-38.90%,CCL,Carnival Corp.,-63.40%,RCL,Royal Caribbean Cruises Ltd,-35.59%,BK,The Bank of New York Mellon Corp.,-11.57%,LUV,Southwest Airlines,17.02%,CAH,Cardinal Health,10.60%,AIG,"American International Group, Inc.",12.41%,FOX,Twenty-First Century Fox Class B,-76.66%,SIG,Signet Jewelers,-0.83%,VAR,Varian Medical Systems,41.51%,WIN,Windstream Holdings Inc,71.35%,MKC,McCormick & Co.,46.65%,CBG,CBRE Group,132.64%,CNC,Centene Corporation,40.86%,ZTS,Zoetis,-14.79%,NWSA,News Corp. Class A,29.62%,JBHT,J. B. Hunt Transport Services,82.25%,ITW,Illinois Tool Works
438,,,,,,,-69.25%,DVA,DaVita,-56.51%,URBN,Urban Outfitters,-39.35%,GLW,Corning Inc.,-63.59%,DXC,DXC Technology,-35.78%,MOS,The Mosaic Company,-11.67%,VRSN,Verisign Inc.,16.98%,AGN,"Allergan, Inc",10.55%,AMGN,Amgen Inc,12.25%,PPG,PPG Industries,-78.41%,CDNS,Cadence Design Systems,-1.12%,PPL,PPL Corp.,32.82%,VAR,Varian Medical Systems,71.23%,UAL,United Continental Holdings,45.08%,PX,Praxair Inc.,130.36%,GME,GameStop,40.82%,MCHP,Microchip Technology,-14.85%,MAT,Mattel Inc.,29.34%,HPQ,HP Inc.,79.48%,EW,Edwards Lifesciences
439,,,,,,,-70.34%,AN,AutoNation Inc,-58.99%,ILMN,Illumina Inc,-40.85%,EIX,Edison Int'l,-64.33%,F,Ford Motor,-35.88%,TXN,Texas Instruments,-13.89%,MCK,McKesson Corp.,15.95%,GPS,Gap Inc.,10.00%,TDG,TransDigm Group,11.93%,VRSN,Verisign Inc.,-78.50%,CBG,CBRE Group,-1.90%,BEN,Franklin Resources,31.61%,WEC,Wec Energy Group Inc,70.74%,XEL,Xcel Energy Inc,44.39%,DUK,Duke Energy,128.56%,DISCK,Discovery Communications,40.34%,EL,Estee Lauder Cos.,-15.64%,GPS,Gap Inc.,29.30%,MRK,Merck & Co.,72.36%,IQV,IQVIA
440,,,,,,,-70.94%,DNR,Denbury Resources,-59.20%,MAT,Mattel Inc.,-41.21%,TXT,Textron Inc.,-64.56%,HD,Home Depot,-37.00%,NDAQ,"Nasdaq, Inc.",-14.24%,HD,Home Depot,15.67%,AJG,Arthur J. Gallagher & Co.,9.46%,PPG,PPG Industries,10.77%,LSI,LSI Corporation,-79.36%,AAL,American Airlines Group,-2.66%,CELG,Celgene Corp.,31.36%,URBN,Urban Outfitters,70.55%,AWK,American Water Works Company Inc,42.95%,T,AT&T Inc,125.80%,PNR,Pentair Ltd.,40.22%,SJM,JM Smucker,-16.10%,SBR,Sabre Holdings,28.86%,IR,Ingersoll-Rand PLC,69.88%,ULTA,Ulta Salon Cosmetics & Fragrance Inc
441,,,,,,,-75.69%,PXD,Pioneer Natural Resources,-60.10%,GT,Goodyear Tire & Rubber,-41.26%,CPB,Campbell Soup,-65.78%,GPS,Gap Inc.,-38.06%,BIIB,Biogen Inc.,-14.71%,AMAT,Applied Materials Inc,15.47%,MSFT,Microsoft Corp.,8.06%,IBM,International Business Machines,10.63%,MAR,Marriott Int'l.,-79.40%,WYN,Wyndham Worldwide,-3.33%,ETR,Entergy Corp.,30.74%,CHD,Church & Dwight,70.11%,D,Dominion Energy,42.91%,SNPS,Synopsys Inc.,124.36%,WYNN,Wynn Resorts,39.81%,RRD,R.R. Donnelley,-16.55%,FLR,Fluor Corp.,28.74%,PKI,PerkinElmer,66.64%,SYK,Stryker Corp.
442,,,,,,,-76.77%,HOLX,Hologic,-63.00%,CA,"CA, Inc.",-41.54%,CMS,CMS Energy,-68.17%,ATI,Allegheny Technologies,-39.63%,NTRS,Northern Trust Corp.,-15.18%,NTRS,Northern Trust Corp.,15.45%,LMT,Lockheed Martin Corp.,7.43%,EL,Estee Lauder Cos.,10.53%,WIN,Windstream Holdings Inc,-79.89%,MSI,Motorola Solutions Inc.,-4.96%,NUE,Nucor Corp.,17.80%,BIIB,Biogen Inc.,68.90%,CHD,Church & Dwight,42.67%,XEL,Xcel Energy Inc,119.13%,DAL,Delta Air Lines,39.80%,IQV,IQVIA,-17.05%,VIAB,Viacom Inc.,28.46%,TMO,Thermo Fisher Scientific,64.18%,HON,Honeywell Int'l Inc.
443,,,,,,,-79.80%,VTR,Ventas Inc,-66.67%,EQIX,Equinix,-41.63%,IT,Gartner Inc,-68.69%,TXN,Texas Instruments,-41.03%,AKS,AK Steel Holding Corp.,-15.47%,A,Agilent Technologies Inc,15.30%,CTL,CenturyLink Inc,7.25%,FHN,First Horizon,10.04%,MMM,3M Company,-80.46%,MU,Micron Technology,-5.70%,BMS,Bemis Company,14.56%,MMC,Marsh & McLennan,68.07%,NSC,Norfolk Southern Corp.,42.67%,HP,Helmerich & Payne,117.96%,AMGN,Amgen Inc,39.80%,Q,Qwest Communications,-17.34%,NTAP,NetApp,27.89%,DUK,Duke Energy,63.33%,FMC,FMC Corporation
444,,,,,,,-80.46%,RRC,Range Resources Corp.,-68.87%,KSU,Kansas City Southern,-43.68%,TSN,Tyson Foods,-69.92%,SWKS,Skyworks Solutions,-41.54%,NOV,National Oilwell Varco Inc.,-15.96%,KR,Kroger Co.,15.19%,BSX,Boston Scientific,7.22%,MRK,Merck & Co.,9.45%,HST,Host Hotels & Resorts,-80.97%,JBL,Jabil Circuit,-5.77%,MRK,Merck & Co.,4.70%,SYY,Sysco Corp.,67.46%,FIS,Fidelity National Information Services,41.99%,STI,SunTrust Banks,115.14%,CVS,CVS Health,39.78%,EQR,Equity Residential,-17.57%,CAT,Caterpillar Inc.,27.25%,VRSN,Verisign Inc.,63.17%,PAYX,Paychex Inc.
445,,,,,,,-85.27%,WDC,Western Digital,-71.49%,AN,AutoNation Inc,-45.24%,F,Ford Motor,-70.96%,LRCX,Lam Research,-42.02%,T,AT&T Inc,-16.31%,ADI,"Analog Devices, Inc.",14.76%,TAP,Molson Coors Brewing Company,6.46%,CAH,Cardinal Health,8.73%,ALL,Allstate Corp,-81.00%,LM,Legg Mason,-6.56%,JEC,Jacobs Engineering Group,2.08%,JNJ,Johnson & Johnson,67.42%,ES,Eversource Energy,41.61%,DRI,Darden Restaurants,114.67%,ECL,Ecolab,39.70%,FOSL,Fossil Group,-17.75%,DISCA,Discovery Communications,26.44%,NSC,Norfolk Southern Corp.,61.88%,PHM,Pulte Homes Inc.
446,,,,,,,-89.05%,KMX,Carmax Inc,-73.19%,FLIR,FLIR Systems,-45.31%,CVS,CVS Health,-72.12%,AAPL,Apple Inc.,-42.53%,A,Agilent Technologies Inc,-16.38%,AIG,"American International Group, Inc.",14.09%,HOG,Harley-Davidson,6.12%,MHK,Mohawk Industries,8.56%,AXP,American Express Co,-83.64%,SLM,SLM Corporation,-6.86%,DRI,Darden Restaurants,-5.01%,DE,Deere & Co.,67.16%,DHR,Danaher Corp.,41.17%,TIF,Tiffany & Co.,106.30%,FIS,Fidelity National Information Services,39.46%,RL,Polo Ralph Lauren Corp.,-18.10%,OI,Owens-Illinois,26.20%,MA,Mastercard Inc.,60.66%,HOLX,Hologic
447,,,,,,,-91.33%,CHK,Chesapeake Energy,-74.32%,HOLX,Hologic,-45.78%,CCE,Coca-Cola Enterprises,-72.29%,GT,Goodyear Tire & Rubber,-43.44%,MRK,Merck & Co.,-16.39%,AES,AES Corp,13.60%,INTU,Intuit,5.98%,UPS,United Parcel Service,8.21%,CBS,CBS Corp.,-84.35%,C,Citigroup Inc.,-7.09%,T,AT&T Inc,-6.99%,IP,International Paper,67.07%,WIN,Windstream Holdings Inc,40.93%,CELG,Celgene Corp.,104.44%,TMO,Thermo Fisher Scientific,39.46%,ETR,Entergy Corp.,-21.50%,KORS,Michael Kors Holdings,26.20%,DHI,D. R. Horton,nan%,APOL,Apollo Group Inc.
448,,,,,,,,,,-75.82%,BIG,Big Lots Inc.,-46.72%,GT,Goodyear Tire & Rubber,-74.65%,IPG,Interpublic Group,-43.51%,DUK,Duke Energy,-16.64%,IBM,International Business Machines,13.33%,GIS,General Mills,5.62%,EA,Electronic Arts,6.74%,AMAT,Applied Materials Inc,-84.91%,THC,Tenet Healthcare,-8.52%,COL,Rockwell Collins,-7.17%,SRE,Sempra Energy,65.40%,OXY,Occidental Petroleum,40.69%,SRE,Sempra Energy,101.67%,FISV,Fiserv Inc,39.03%,SHLD,Sears Holding Corporation,-22.10%,CTL,CenturyLink Inc,26.12%,PCLN,Priceline.com Inc,147.15%,GPN,Global Payments Inc
449,,,,,,,,,,-77.06%,RHT,Red Hat Inc.,-47.29%,AKS,AK Steel Holding Corp.,-75.07%,MU,Micron Technology,-44.46%,TWX,Time Warner Inc.,-16.74%,URI,"United Rentals, Inc.",13.16%,ABT,Abbott Laboratories,5.19%,UHS,"Universal Health Services, Inc.",6.35%,KLAC,KLA-Tencor Corp.,-85.25%,LEN,Lennar Corp.,-8.93%,LNT,Alliant Energy Corp,-8.85%,PDCO,Patterson Companies,62.98%,BEN,Franklin Resources,40.61%,WAT,Waters Corporation,98.02%,VRSN,Verisign Inc.,38.39%,COP,ConocoPhillips,-22.53%,IBM,International Business Machines,25.99%,KHC,Kraft Heinz,140.72%,ADBE,Adobe Systems Inc
450,,,,,,,,,,-78.53%,JCP,J.C. Penney,-48.32%,CLF,Cliffs Natural Resources,-75.19%,AMZN,Amazon.com Inc,-44.58%,THC,Tenet Healthcare,-17.98%,FITB,Fifth Third Bancorp,13.06%,ORCL,Oracle Corp.,5.16%,DISCA,Discovery Communications,5.22%,BLL,Ball Corp,-90.69%,ODP,Office Depot Inc.,-9.08%,RIG,Transocean,-14.22%,COL,Rockwell Collins,62.69%,CHTR,Charter Communications,40.48%,UPS,United Parcel Service,96.67%,DG,Dollar General,38.10%,AVB,"AvalonBay Communities, Inc.",-22.55%,LUK,Leucadia National Corp.,25.89%,BMS,Bemis Company,128.65%,FB,"Facebook, Inc."
451,,,,,,,,,,-80.33%,IT,Gartner Inc,-48.48%,BIG,Big Lots Inc.,-75.54%,CSCO,Cisco Systems,-44.70%,JCI,Johnson Controls Inc,-19.39%,ILMN,Illumina Inc,12.43%,BMY,Bristol-Myers Squibb,4.39%,BMY,Bristol-Myers Squibb,4.56%,MKC,McCormick & Co.,-91.20%,S,Sprint Nextel Corp.,-9.63%,MLM,Martin Marietta Materials,-16.09%,MOS,The Mosaic Company,61.96%,WLTW,Willis Towers Watson,39.37%,SCG,SCANA Corp,95.97%,AVGO,Broadcom,37.97%,KSS,Kohl's,-22.65%,RL,Polo Ralph Lauren Corp.,25.84%,DG,Dollar General,109.42%,IDXX,IDEXX Laboratories
452,,,,,,,,,,-83.10%,CCK,Crown Holdings,-49.54%,AGN,"Allergan, Inc",-75.92%,NTAP,NetApp,-45.52%,AKAM,Akamai Technologies Inc,-21.40%,SCHW,Charles Schwab Corporation,11.99%,TER,Teradyne,3.80%,SYY,Sysco Corp.,3.13%,SHLD,Sears Holding Corporation,-91.44%,GNW,Genworth Financial,-9.78%,NTRS,Northern Trust Corp.,-18.79%,HRS,Harris Corporation,61.41%,PDCO,Patterson Companies,38.58%,HST,Host Hotels & Resorts,94.43%,AYI,Acuity Brands Inc,37.93%,EVHC,Envision Healthcare,-24.01%,FTI,TechnipFMC,25.73%,YUM,Yum! Brands Inc,102.12%,MCD,McDonald's Corp.
453,,,,,,,,,,-84.77%,WDC,Western Digital,-50.01%,S,Sprint Nextel Corp.,-76.77%,A,Agilent Technologies Inc,-45.61%,DO,Diamond Offshore Drilling,-21.83%,ADP,Automatic Data Processing,11.13%,AVP,Avon Products,3.64%,MU,Micron Technology,2.74%,LLY,Lilly (Eli) & Co.,-93.33%,AMD,Advanced Micro Devices,-9.94%,L,Loews Corp.,-19.39%,GS,Goldman Sachs Group,56.62%,TGT,Target Corp.,37.47%,WMT,Wal-Mart Stores,92.88%,DHI,D. R. Horton,36.67%,UDR,UDR Inc,-25.80%,PWR,Quanta Services Inc.,25.23%,MCO,Moody's Corp,96.92%,VLO,Valero Energy
454,,,,,,,,,,-85.01%,OI,Owens-Illinois,-51.50%,MCK,McKesson Corp.,-76.88%,S,Sprint Nextel Corp.,-49.07%,RIG,Transocean,-22.36%,XEL,Xcel Energy Inc,11.12%,AMP,Ameriprise Financial,3.60%,AVP,Avon Products,2.62%,VIAB,Viacom Inc.,-93.93%,XL,XL Capital,-9.97%,AN,AutoNation Inc,-19.60%,EQIX,Equinix,55.75%,IGT,International Game Technology,35.52%,EMR,Emerson Electric Company,92.50%,LNC,Lincoln National,35.53%,PBCT,People's United Financial,-27.02%,WRK,WestRock Company,25.19%,TGT,Target Corp.,82.44%,ROK,Rockwell Automation Inc.
455,,,,,,,,,,-85.07%,GRA,W.R. Grace,-51.66%,UNM,Unum Group,-79.34%,QCOM,QUALCOMM Inc.,-49.84%,ORCL,Oracle Corp.,-23.09%,LLY,Lilly (Eli) & Co.,10.69%,CL,Colgate-Palmolive,2.71%,MCHP,Microchip Technology,2.59%,DRI,Darden Restaurants,-97.01%,GGP,General Growth Properties Inc.,-10.32%,GPC,Genuine Parts,-19.70%,EXPE,Expedia Inc.,53.31%,TWX,Time Warner Inc.,35.52%,PGR,Progressive Corp.,91.91%,HCA,HCA Holdings,34.81%,VZ,Verizon Communications,-27.70%,QRVO,Qorvo,25.17%,AGN,"Allergan, Inc",81.95%,SWK,Stanley Black & Decker
456,,,,,,,,,,-85.49%,AKAM,Akamai Technologies Inc,-53.39%,RCL,Royal Caribbean Cruises Ltd,-79.97%,CTXS,Citrix Systems,-52.50%,CI,CIGNA Corp.,-23.65%,XLNX,Xilinx Inc,10.06%,LEG,Leggett & Platt,2.57%,KO,Coca-Cola Company,2.38%,LM,Legg Mason,nan%,BHF,Brighthouse Financial Inc,-11.27%,AJG,Arthur J. Gallagher & Co.,-22.13%,MCO,Moody's Corp,52.56%,NEM,Newmont Mining Corporation,34.50%,FLR,Fluor Corp.,89.49%,CB,Chubb Corp,34.60%,MAA,Mid-America Apartments,-27.88%,NAVI,Navient,24.46%,GPC,Genuine Parts,78.94%,LMT,Lockheed Martin Corp.
457,,,,,,,,,,-86.59%,XRX,Xerox Corp.,-53.90%,HAL,Halliburton Co.,-80.29%,TER,Teradyne,-53.07%,BMY,Bristol-Myers Squibb,-24.35%,T,AT&T Inc,9.97%,CMCSA,Comcast Corp.,1.93%,AJG,Arthur J. Gallagher & Co.,1.70%,BMS,Bemis Company,52.94%,TAP,Molson Coors Brewing Company,-12.01%,TGT,Target Corp.,-23.71%,MHK,Mohawk Industries,51.67%,BHGE,"Baker Hughes, a GE Company",32.74%,CLX,The Clorox Company,88.91%,ENDP,Endo International plc,33.59%,FMC,FMC Corporation,-28.37%,COG,Cabot Oil & Gas,24.26%,OKE,ONEOK,76.91%,ADSK,Autodesk Inc
458,,,,,,,,,,-98.42%,PCLN,Priceline.com Inc,-54.55%,CCI,Crown Castle International Corp.,-80.50%,CA,"CA, Inc.",-53.77%,ILMN,Illumina Inc,-24.56%,DUK,Duke Energy,8.83%,SYY,Sysco Corp.,1.39%,JNPR,Juniper Networks,-0.52%,PGR,Progressive Corp.,39.33%,ALGN,Align Technology,-12.53%,COO,The Cooper Companies,-25.93%,WMB,Williams Cos.,51.26%,MOS,The Mosaic Company,31.98%,TGNA,"Tegna, Inc.",88.85%,RRC,Range Resources Corp.,33.35%,OI,Owens-Illinois,-30.93%,FMC,FMC Corporation,24.04%,CRM,Salesforce.com,74.79%,MNST,Monster Beverage
459,,,,,,,,,,,,,-58.37%,WDC,Western Digital,-81.40%,ETFC,E*Trade,-54.04%,SCHW,Charles Schwab Corporation,-24.62%,INTC,Intel Corp.,8.71%,IBM,International Business Machines,0.35%,XL,XL Capital,-1.18%,EL,Estee Lauder Cos.,31.08%,NEE,NextEra Energy,-12.98%,WMB,Williams Cos.,-29.69%,FHN,First Horizon,50.90%,PNR,Pentair Ltd.,31.52%,WLTW,Willis Towers Watson,84.55%,ALL,Allstate Corp,33.28%,NUE,Nucor Corp.,-31.68%,WYNN,Wynn Resorts,23.54%,PRU,Prudential Financial,72.21%,BAX,Baxter International Inc.
460,,,,,,,,,,,,,-62.37%,GPS,Gap Inc.,-81.42%,PWR,Quanta Services Inc.,-56.96%,CCI,Crown Castle International Corp.,-26.95%,AON,Aon plc,7.86%,DTE,DTE Energy,0.10%,DLTR,Dollar Tree,-1.36%,TGT,Target Corp.,29.16%,HPQ,HP Inc.,-13.53%,GS,Goldman Sachs Group,-42.49%,EXC,Exelon Corp.,50.69%,MTB,M&T Bank Corp.,30.18%,CSX,CSX Corp.,84.11%,COF,Capital One Financial,32.28%,CNP,CenterPoint Energy,-31.97%,WIN,Windstream Holdings Inc,22.62%,DE,Deere & Co.,70.69%,NDAQ,"Nasdaq, Inc."
461,,,,,,,,,,,,,-67.38%,OI,Owens-Illinois,-81.90%,MSI,Motorola Solutions Inc.,-57.96%,WAT,Waters Corporation,-27.33%,UNM,Unum Group,6.27%,GHC,Graham Holdings,-0.39%,CDNS,Cadence Design Systems,-3.21%,CNC,Centene Corporation,28.17%,ETR,Entergy Corp.,-13.58%,IP,International Paper,-52.04%,JEC,Jacobs Engineering Group,50.36%,AJG,Arthur J. Gallagher & Co.,29.90%,TGT,Target Corp.,83.94%,NEE,NextEra Energy,31.94%,YUM,Yum! Brands Inc,-32.50%,APC,Anadarko Petroleum Corp,22.47%,NUE,Nucor Corp.,69.81%,INFO,IHS Markit Ltd.
462,,,,,,,,,,,,,-67.97%,AMT,American Tower Corp A,-82.73%,TWX,Time Warner Inc.,-58.43%,IPG,Interpublic Group,-28.73%,SBAC,SBA Communications,5.77%,T,AT&T Inc,-0.81%,TXN,Texas Instruments,-3.41%,TSCO,Tractor Supply Company,27.76%,MLM,Martin Marietta Materials,-14.05%,CNC,Centene Corporation,-64.34%,GRMN,Garmin Ltd.,49.85%,COL,Rockwell Collins,29.11%,AEE,Ameren Corp,82.39%,DVA,DaVita,31.70%,FLIR,FLIR Systems,-32.82%,NBL,Noble Energy Inc,22.05%,IP,International Paper,67.71%,BAC,Bank of America Corp
463,,,,,,,,,,,,,-69.98%,ILMN,Illumina Inc,-83.64%,ALGN,Align Technology,-58.64%,REGN,Regeneron,-28.78%,PFE,Pfizer Inc.,5.17%,UHS,"Universal Health Services, Inc.",-1.48%,WYN,Wyndham Worldwide,-4.03%,MSI,Motorola Solutions Inc.,25.89%,ADS,Alliance Data Systems,-14.67%,SYY,Sysco Corp.,nan%,BHF,Brighthouse Financial Inc,49.52%,CMCSA,Comcast Corp.,28.19%,BEN,Franklin Resources,82.14%,KLAC,KLA-Tencor Corp.,31.68%,PWR,Quanta Services Inc.,-33.39%,PVH,PVH Corp.,21.90%,AJG,Arthur J. Gallagher & Co.,65.59%,UNM,Unum Group
464,,,,,,,,,,,,,-72.07%,KSU,Kansas City Southern,-84.41%,KSU,Kansas City Southern,-60.26%,NTAP,NetApp,-29.76%,CNP,CenterPoint Energy,4.69%,BBBY,Bed Bath & Beyond,-1.75%,LVLT,Level 3 Communications,-4.05%,AVY,Avery Dennison Corp,23.09%,LKQ,LKQ Corporation,-15.89%,SNPS,Synopsys Inc.,129.31%,DISCK,Discovery Communications,48.99%,IVZ,Invesco Ltd.,28.01%,PDCO,Patterson Companies,81.18%,AJG,Arthur J. Gallagher & Co.,31.14%,KO,Coca-Cola Company,-34.14%,SHLD,Sears Holding Corporation,21.82%,JCI,Johnson Controls Inc,64.82%,AAPL,Apple Inc.
