,1995-2006,ticker,company,1996-2007,ticker,company,1997-2008,ticker,company,1998-2009,ticker,company,1999-2010,ticker,company,2000-2011,ticker,company,2001-2012,ticker,company,2002-2013,ticker,company,2003-2014,ticker,company,2004-2015,ticker,company,2005-2016,ticker,company,2006-2017,ticker,company,2007-2018,ticker,company
187,451.75%,PPL,PPL Corp.,388.95%,IR,Ingersoll-Rand PLC,255.55%,BAX,Baxter International Inc.,107.92%,IGT,International Game Technology,100.46%,DISCA,Discovery Communications,87.45%,BIG,Big Lots Inc.,197.70%,RSG,Republic Services Inc,215.48%,UTX,United Technologies,395.34%,LNT,Alliant Energy Corp,301.19%,LYB,LyondellBasell,206.36%,D,Dominion Energy,218.39%,RJF,Raymond James Financial Inc.,197.71%,ED,Consolidated Edison
188,450.99%,HSY,The Hershey Company,386.42%,XRAY,Dentsply Sirona,255.10%,EIX,Edison Int'l,106.64%,SUN,Sunoco Inc.,100.36%,CMG,Chipotle Mexican Grill,84.73%,ABT,Abbott Laboratories,196.82%,EL,Estee Lauder Cos.,215.44%,ICE,Intercontinental Exchange,394.86%,DE,Deere & Co.,300.87%,RJF,Raymond James Financial Inc.,202.70%,VTR,Ventas Inc,213.35%,SWK,Stanley Black & Decker,197.59%,TROW,T. Rowe Price Group
189,446.95%,CAT,Caterpillar Inc.,386.15%,DVA,DaVita,254.09%,PFG,Principal Financial Group,106.42%,WFC,Wells Fargo,99.55%,ITW,Illinois Tool Works,84.38%,ADBE,Adobe Systems Inc,196.64%,LMT,Lockheed Martin Corp.,211.08%,RMD,ResMed,388.50%,AES,AES Corp,300.77%,SIG,Signet Jewelers,200.73%,ITT,ITT Corp.,212.47%,ANDV,Andeavor,196.11%,EBAY,eBay
190,446.24%,XRAY,Dentsply Sirona,385.77%,ADS,Alliance Data Systems,253.16%,APD,Air Products & Chemicals Inc,106.01%,ANTM,Anthem Inc.,98.71%,MCD,McDonald's Corp.,82.05%,LOW,Lowe's Cos.,195.41%,SWK,Stanley Black & Decker,208.75%,CNX,Consol Energy,384.45%,ADBE,Adobe Systems Inc,298.43%,KR,Kroger Co.,199.52%,ADBE,Adobe Systems Inc,209.33%,MON,Monsanto Co.,195.21%,MAA,Mid-America Apartments
191,445.74%,XLNX,Xilinx Inc,383.85%,CVS,CVS Health,251.97%,FII,Federated Investors,103.69%,LMT,Lockheed Martin Corp.,98.62%,ZBH,Zimmer Biomet Holdings,80.94%,CAH,Cardinal Health,194.56%,ED,Consolidated Edison,207.68%,SLB,Schlumberger Ltd.,380.73%,ECL,Ecolab,296.55%,ROK,Rockwell Automation Inc.,198.83%,TROW,T. Rowe Price Group,209.32%,PNW,Pinnacle West Capital,194.30%,AMGN,Amgen Inc
192,445.25%,SUN,Sunoco Inc.,382.29%,MO,Altria Group Inc,249.87%,PWR,Quanta Services Inc.,102.77%,RE,Everest Re,97.77%,IVZ,Invesco Ltd.,80.38%,ZBH,Zimmer Biomet Holdings,191.08%,INTU,Intuit,206.42%,AGN,"Allergan, Inc",379.51%,AVB,"AvalonBay Communities, Inc.",295.19%,COP,ConocoPhillips,197.58%,KMB,Kimberly-Clark,204.53%,SYK,Stryker Corp.,192.99%,AAP,Advance Auto Parts
193,441.44%,RE,Everest Re,381.68%,JCI,Johnson Controls Inc,246.85%,BK,The Bank of New York Mellon Corp.,98.74%,FLS,Flowserve Corporation,95.72%,LB,L Brands Inc.,79.61%,EL,Estee Lauder Cos.,190.11%,STZ,Constellation Brands,205.56%,V,Visa Inc.,378.54%,MOS,The Mosaic Company,291.78%,BA,Boeing Company,196.10%,CMCSA,Comcast Corp.,202.85%,MCHP,Microchip Technology,188.52%,PNR,Pentair Ltd.
194,437.24%,AJG,Arthur J. Gallagher & Co.,380.86%,MCHP,Microchip Technology,246.45%,SVU,Supervalu Inc.,97.29%,FCX,Freeport-McMoRan Inc.,95.08%,LOW,Lowe's Cos.,79.34%,WHR,Whirlpool Corp.,190.01%,CTXS,Citrix Systems,205.36%,IR,Ingersoll-Rand PLC,378.23%,DHR,Danaher Corp.,289.78%,HON,Honeywell Int'l Inc.,195.23%,CLX,The Clorox Company,200.94%,FB,"Facebook, Inc.",187.72%,CL,Colgate-Palmolive
195,431.63%,FHN,First Horizon,379.60%,CCL,Carnival Corp.,239.91%,MCHP,Microchip Technology,97.21%,SBUX,Starbucks Corp.,93.45%,FDX,FedEx Corporation,77.98%,PFG,Principal Financial Group,187.98%,PGR,Progressive Corp.,204.93%,EBAY,eBay,374.73%,FIS,Fidelity National Information Services,289.24%,CNP,CenterPoint Energy,193.83%,APD,Air Products & Chemicals Inc,198.71%,MSFT,Microsoft Corp.,187.25%,A,Agilent Technologies Inc
196,430.40%,EQR,Equity Residential,379.30%,CMCSA,Comcast Corp.,237.67%,AVP,Avon Products,95.87%,MHK,Mohawk Industries,92.78%,NOC,Northrop Grumman Corp.,77.85%,EBAY,eBay,187.74%,DHR,Danaher Corp.,202.06%,EXPD,Expeditors International,374.24%,HRL,Hormel Foods Corp.,288.94%,BEN,Franklin Resources,192.97%,UNH,United Health Group Inc.,198.20%,VRSK,Verisk Analytics,186.25%,TER,Teradyne
197,429.64%,ITT,ITT Corp.,378.78%,HOLX,Hologic,234.25%,CMG,Chipotle Mexican Grill,92.58%,GWW,Grainger (W.W.) Inc.,91.73%,WHR,Whirlpool Corp.,74.37%,NI,NiSource Inc.,186.77%,AMG,Affiliated Managers Group Inc,201.47%,ABC,AmerisourceBergen Corp,371.76%,QCOM,QUALCOMM Inc.,288.90%,PWR,Quanta Services Inc.,191.39%,ENDP,Endo International plc,197.94%,GPN,Global Payments Inc,183.36%,JPM,JPMorgan Chase & Co.
198,425.01%,CAH,Cardinal Health,378.77%,LB,L Brands Inc.,234.24%,PEP,PepsiCo Inc.,92.10%,PG,Procter & Gamble,85.50%,FTR,Frontier Communications,70.38%,COST,Costco Wholesale Corp.,186.76%,REG,Regency Centers Corporation,200.31%,PKG,Packaging Corporation of America,370.83%,CNP,CenterPoint Energy,287.78%,PH,Parker-Hannifin,187.99%,SWK,Stanley Black & Decker,193.25%,LSI,LSI Corporation,183.16%,DAL,Delta Air Lines
199,422.72%,JNJ,Johnson & Johnson,376.43%,HIG,Hartford Financial Svc.Gp.,231.73%,MTB,M&T Bank Corp.,91.92%,RL,Polo Ralph Lauren Corp.,84.34%,WFC,Wells Fargo,70.34%,AIZ,Assurant Inc,185.32%,XRAY,Dentsply Sirona,199.91%,MAT,Mattel Inc.,368.77%,VRTX,Vertex Pharmaceuticals Inc,286.26%,ES,Eversource Energy,185.52%,ORCL,Oracle Corp.,192.37%,CVX,Chevron Corp.,182.74%,AEP,American Electric Power
200,420.02%,APC,Anadarko Petroleum Corp,370.25%,ALB,Albemarle Corp,229.93%,NDAQ,"Nasdaq, Inc.",91.78%,AVP,Avon Products,83.02%,DF,Dean Foods,69.87%,LM,Legg Mason,185.00%,EXR,Extra Space Storage,196.15%,ALK,Alaska Air Group Inc,366.35%,IR,Ingersoll-Rand PLC,284.81%,EQR,Equity Residential,184.62%,MKC,McCormick & Co.,189.73%,ROK,Rockwell Automation Inc.,181.00%,HSIC,Henry Schein
201,418.88%,MRO,Marathon Oil Corp.,370.10%,ESV,Ensco plc,227.07%,CCL,Carnival Corp.,90.85%,ADM,Archer-Daniels-Midland Co,81.80%,PEP,PepsiCo Inc.,68.97%,AMT,American Tower Corp A,184.06%,MTD,Mettler Toledo,194.39%,REG,Regency Centers Corporation,366.07%,BXP,Boston Properties,284.42%,MAA,Mid-America Apartments,184.45%,STX,Seagate Technology,187.99%,BA,Boeing Company,180.76%,SRE,Sempra Energy
202,415.00%,GE,General Electric,369.75%,NUE,Nucor Corp.,225.72%,IDXX,IDEXX Laboratories,90.56%,BWA,BorgWarner,79.25%,KLAC,KLA-Tencor Corp.,68.96%,RDC,Rowan Companies Plc,183.75%,UAA,Under Armour,193.62%,DVN,Devon Energy,364.82%,RJF,Raymond James Financial Inc.,284.33%,GD,General Dynamics,184.10%,KO,Coca-Cola Company,187.20%,MCK,McKesson Corp.,179.22%,HCN,Welltower Inc.
203,412.83%,MLM,Martin Marietta Materials,369.64%,RCL,Royal Caribbean Cruises Ltd,225.27%,CTL,CenturyLink Inc,86.90%,TWX,Time Warner Inc.,78.35%,DTE,DTE Energy,68.62%,AMP,Ameriprise Financial,182.77%,ARE,Alexandria Real Estate Equities Inc,190.12%,IRM,Iron Mountain Incorporated,363.15%,V,Visa Inc.,283.87%,HD,Home Depot,183.23%,JWN,Nordstrom,185.97%,DFS,Discover Financial Services,179.09%,FL,Foot Locker Inc
204,412.63%,NKE,Nike,369.08%,AMGN,Amgen Inc,224.83%,HRB,Block H&R,86.10%,CRM,Salesforce.com,76.72%,AVP,Avon Products,67.03%,BBY,Best Buy Co. Inc.,180.61%,MCO,Moody's Corp,189.59%,CTXS,Citrix Systems,360.07%,UTX,United Technologies,281.58%,DHR,Danaher Corp.,182.57%,RL,Polo Ralph Lauren Corp.,185.74%,WHR,Whirlpool Corp.,178.78%,ESS,"Essex Property Trust, Inc."
205,408.30%,ETR,Entergy Corp.,366.32%,IBM,International Business Machines,223.81%,SWKS,Skyworks Solutions,86.08%,CTXS,Citrix Systems,75.91%,PKI,PerkinElmer,64.50%,CNP,CenterPoint Energy,177.78%,NVDA,Nvidia Corporation,189.45%,GGP,General Growth Properties Inc.,359.14%,WAT,Waters Corporation,280.21%,SLG,SL Green Realty,182.44%,VRSK,Verisk Analytics,183.47%,PCAR,PACCAR Inc.,178.33%,RE,Everest Re
206,408.10%,VMC,Vulcan Materials,363.39%,BBT,BB&T Corporation,222.49%,ADM,Archer-Daniels-Midland Co,84.12%,VRTX,Vertex Pharmaceuticals Inc,74.14%,COST,Costco Wholesale Corp.,63.39%,CINF,Cincinnati Financial,177.17%,MAT,Mattel Inc.,185.76%,HES,Hess Corporation,354.82%,TIF,Tiffany & Co.,279.93%,ITT,ITT Corp.,182.27%,SPGI,"S&P Global, Inc.",180.51%,DISH,Dish Network,176.87%,CNP,CenterPoint Energy
207,404.75%,PNR,Pentair Ltd.,361.39%,UDR,UDR Inc,221.92%,MDT,Medtronic plc,83.89%,SBAC,SBA Communications,69.98%,XLNX,Xilinx Inc,62.71%,AEE,Ameren Corp,175.74%,PCG,PG&E Corp.,185.36%,RJF,Raymond James Financial Inc.,348.27%,MAA,Mid-America Apartments,279.27%,URBN,Urban Outfitters,181.93%,PVH,PVH Corp.,179.25%,MAT,Mattel Inc.,175.21%,GPC,Genuine Parts
208,403.37%,COG,Cabot Oil & Gas,358.92%,GOOGL,Alphabet Inc Class A,220.00%,CCI,Crown Castle International Corp.,82.25%,UNP,Union Pacific,69.85%,SNA,Snap-On Inc.,61.39%,ALK,Alaska Air Group Inc,173.73%,CHK,Chesapeake Energy,185.18%,PCG,PG&E Corp.,348.07%,CHRW,C. H. Robinson Worldwide,276.72%,PCAR,PACCAR Inc.,180.64%,LRCX,Lam Research,173.76%,EOG,EOG Resources,173.86%,WYNN,Wynn Resorts
209,399.52%,SO,Southern Co.,358.92%,GOOG,Alphabet Inc Class C,217.85%,NFLX,Netflix Inc.,81.29%,PEP,PepsiCo Inc.,67.51%,ENDP,Endo International plc,58.20%,NDAQ,"Nasdaq, Inc.",173.27%,CB,Chubb Corp,184.15%,HRL,Hormel Foods Corp.,347.09%,WEC,Wec Energy Group Inc,274.98%,UNH,United Health Group Inc.,179.53%,GPC,Genuine Parts,172.02%,ABT,Abbott Laboratories,172.97%,GIS,General Mills
210,398.83%,FITB,Fifth Third Bancorp,357.37%,HRS,Harris Corporation,217.50%,HIG,Hartford Financial Svc.Gp.,81.00%,MCO,Moody's Corp,66.13%,CCI,Crown Castle International Corp.,57.03%,DOV,Dover Corp.,172.00%,BBBY,Bed Bath & Beyond,183.26%,SO,Southern Co.,346.27%,BLL,Ball Corp,273.62%,MRO,Marathon Oil Corp.,178.57%,COL,Rockwell Collins,170.44%,BAX,Baxter International Inc.,172.09%,CCK,Crown Holdings
211,397.09%,XOM,Exxon Mobil Corp.,356.32%,RE,Everest Re,213.65%,PKI,PerkinElmer,80.52%,COL,Rockwell Collins,65.95%,PAYX,Paychex Inc.,56.36%,LYB,LyondellBasell,170.51%,COL,Rockwell Collins,183.14%,CCE,Coca-Cola Enterprises,341.27%,M,Macy's Inc.,272.66%,ADBE,Adobe Systems Inc,176.20%,WHR,Whirlpool Corp.,167.26%,ADBE,Adobe Systems Inc,169.91%,BRK.B,Berkshire Hathaway
212,395.55%,DRE,Duke Realty Corp,355.74%,RRC,Range Resources Corp.,212.95%,CMCSA,Comcast Corp.,80.24%,MMM,3M Company,63.63%,EFX,Equifax Inc.,54.14%,IBM,International Business Machines,167.78%,DISCA,Discovery Communications,183.03%,APC,Anadarko Petroleum Corp,340.36%,PBCT,People's United Financial,272.52%,ENDP,Endo International plc,174.92%,LUV,Southwest Airlines,163.27%,LLL,L-3 Communications Holdings,169.01%,FLS,Flowserve Corporation
213,393.42%,ADSK,Autodesk Inc,354.20%,MDT,Medtronic plc,212.82%,TMK,Torchmark Corp.,79.66%,HUM,Humana Inc.,63.46%,EIX,Edison Int'l,52.22%,CL,Colgate-Palmolive,167.70%,APD,Air Products & Chemicals Inc,182.81%,R,Ryder Systems Inc.,339.29%,HD,Home Depot,271.91%,CVX,Chevron Corp.,174.63%,CHRW,C. H. Robinson Worldwide,162.89%,SRCL,Stericycle Inc,167.78%,SAIC,SAIC
214,391.16%,CLX,The Clorox Company,353.53%,SUN,Sunoco Inc.,212.05%,IBM,International Business Machines,78.58%,DTE,DTE Energy,61.59%,GRA,W.R. Grace,51.89%,CAG,Conagra Brands,167.36%,VLO,Valero Energy,182.78%,CHK,Chesapeake Energy,334.76%,ESS,"Essex Property Trust, Inc.",271.06%,D,Dominion Energy,174.07%,CME,CME Group Inc.,155.23%,AIZ,Assurant Inc,166.77%,CVS,CVS Health
215,391.12%,CMA,Comerica Inc.,352.74%,BAC,Bank of America Corp,211.41%,JBL,Jabil Circuit,77.44%,IBM,International Business Machines,60.44%,SPGI,"S&P Global, Inc.",51.66%,NBR,Nabors Industries,163.46%,HES,Hess Corporation,182.68%,XOM,Exxon Mobil Corp.,334.66%,MUR,Murphy Oil,270.98%,FLIR,FLIR Systems,173.76%,FB,"Facebook, Inc.",146.04%,NWL,Newell Brands,165.57%,WMT,Wal-Mart Stores
216,390.10%,L,Loews Corp.,346.49%,CLX,The Clorox Company,210.25%,ITW,Illinois Tool Works,77.05%,ANDV,Andeavor,60.34%,KMB,Kimberly-Clark,48.66%,PAYX,Paychex Inc.,162.06%,K,Kellogg Co.,182.39%,MCK,McKesson Corp.,333.60%,BDX,Becton Dickinson,268.99%,SLB,Schlumberger Ltd.,172.28%,AEP,American Electric Power,139.16%,LH,Laboratory Corp. of America Holding,164.99%,VAR,Varian Medical Systems
217,388.69%,COP,ConocoPhillips,345.03%,ATI,Allegheny Technologies,209.20%,ES,Eversource Energy,76.90%,CXO,Concho Resources,59.03%,HAS,Hasbro Inc.,48.09%,DIS,The Walt Disney Company,161.33%,PPG,PPG Industries,182.12%,IFF,Intl Flavors & Fragrances,331.98%,GRMN,Garmin Ltd.,268.35%,RHT,Red Hat Inc.,171.43%,TXN,Texas Instruments,137.02%,PEP,PepsiCo Inc.,163.96%,KMB,Kimberly-Clark
218,388.28%,XL,XL Capital,343.28%,AJG,Arthur J. Gallagher & Co.,203.83%,ED,Consolidated Edison,76.16%,CLX,The Clorox Company,56.64%,ILMN,Illumina Inc,47.79%,STX,Seagate Technology,158.03%,RMD,ResMed,181.96%,INTU,Intuit,329.97%,CBG,CBRE Group,267.62%,GT,Goodyear Tire & Rubber,170.63%,UDR,UDR Inc,134.67%,SO,Southern Co.,163.84%,KO,Coca-Cola Company
219,386.78%,AIV,Apartment Investment & Management,342.63%,ALXN,Alexion Pharmaceuticals,202.42%,FMC,FMC Corporation,75.43%,CSCO,Cisco Systems,56.03%,ED,Consolidated Edison,46.88%,KO,Coca-Cola Company,157.57%,NEE,NextEra Energy,181.55%,DIS,The Walt Disney Company,329.43%,NVDA,Nvidia Corporation,266.51%,DTE,DTE Energy,169.23%,ABT,Abbott Laboratories,131.20%,UNM,Unum Group,163.69%,PVH,PVH Corp.
220,384.97%,IBM,International Business Machines,341.34%,CL,Colgate-Palmolive,201.63%,MCD,McDonald's Corp.,75.11%,KMX,Carmax Inc,53.87%,VMC,Vulcan Materials,46.26%,SPGI,"S&P Global, Inc.",157.53%,LRCX,Lam Research,181.54%,BDX,Becton Dickinson,327.36%,ADM,Archer-Daniels-Midland Co,265.01%,DRI,Darden Restaurants,169.21%,PKI,PerkinElmer,130.90%,R,Ryder Systems Inc.,158.59%,TAP,Molson Coors Brewing Company
221,384.51%,WMT,Wal-Mart Stores,339.06%,BF.B,Brown-Forman Corp.,197.60%,ABT,Abbott Laboratories,74.76%,NTRS,Northern Trust Corp.,53.22%,OMC,Omnicom Group,45.83%,WBA,Walgreens Boots Alliance,157.38%,BDX,Becton Dickinson,181.41%,HAS,Hasbro Inc.,326.42%,MCO,Moody's Corp,264.95%,IFF,Intl Flavors & Fragrances,167.98%,A,Agilent Technologies Inc,130.13%,USB,U.S. Bancorp,158.14%,DUK,Duke Energy
222,383.08%,TAP,Molson Coors Brewing Company,336.07%,CI,CIGNA Corp.,196.29%,HAL,Halliburton Co.,70.64%,EMR,Emerson Electric Company,52.43%,PHM,Pulte Homes Inc.,45.66%,AON,Aon plc,156.69%,WLTW,Willis Towers Watson,181.18%,ACN,Accenture plc,325.69%,DO,Diamond Offshore Drilling,264.92%,EFX,Equifax Inc.,166.73%,FSLR,First Solar,119.53%,HOLX,Hologic,154.88%,LLY,Lilly (Eli) & Co.
223,380.00%,REGN,Regeneron,332.90%,AYI,Acuity Brands Inc,195.56%,LB,L Brands Inc.,70.20%,ED,Consolidated Edison,52.20%,GGP,General Growth Properties Inc.,45.15%,FTR,Frontier Communications,155.91%,CLX,The Clorox Company,180.31%,MCO,Moody's Corp,324.41%,SIG,Signet Jewelers,263.04%,FBHS,Fortune Brands Home & Security,166.58%,TSS,Total System Services,115.62%,GRMN,Garmin Ltd.,154.42%,VZ,Verizon Communications
224,379.05%,LUV,Southwest Airlines,332.11%,WMT,Wal-Mart Stores,190.58%,PHM,Pulte Homes Inc.,69.68%,EA,Electronic Arts,51.45%,ABT,Abbott Laboratories,43.64%,HRB,Block H&R,155.38%,SNA,Snap-On Inc.,177.82%,QCOM,QUALCOMM Inc.,319.62%,NEE,NextEra Energy,261.32%,INTU,Intuit,166.23%,WMB,Williams Cos.,106.57%,UPS,United Parcel Service,154.41%,UTX,United Technologies
225,378.34%,SLG,SL Green Realty,328.55%,CNC,Centene Corporation,190.28%,LSI,LSI Corporation,69.44%,NFX,Newfield Exploration Co,46.16%,AMT,American Tower Corp A,42.06%,DPS,Dr Pepper Snapple Group,154.00%,ALK,Alaska Air Group Inc,176.99%,AMG,Affiliated Managers Group Inc,317.34%,LSI,LSI Corporation,260.96%,PNR,Pentair Ltd.,165.32%,WBA,Walgreens Boots Alliance,106.18%,DGX,Quest Diagnostics,152.87%,CINF,Cincinnati Financial
226,377.31%,INTU,Intuit,327.67%,AVP,Avon Products,188.36%,PVH,PVH Corp.,68.75%,AMT,American Tower Corp A,45.07%,PNW,Pinnacle West Capital,41.94%,STT,State Street Corp.,153.93%,ETR,Entergy Corp.,176.27%,HSY,The Hershey Company,316.44%,GPN,Global Payments Inc,259.48%,ORCL,Oracle Corp.,165.07%,CNP,CenterPoint Energy,105.51%,NBL,Noble Energy Inc,152.52%,CAG,Conagra Brands
227,373.28%,PEG,Public Serv. Enterprise Inc.,325.57%,SO,Southern Co.,184.76%,LUV,Southwest Airlines,68.61%,XEC,Cimarex Energy,44.93%,MYL,Mylan N.V.,40.68%,PHM,Pulte Homes Inc.,153.71%,SCG,SCANA Corp,175.73%,SHLD,Sears Holding Corporation,314.55%,NTAP,NetApp,259.05%,ANTM,Anthem Inc.,164.31%,ANTM,Anthem Inc.,102.86%,PEG,Public Serv. Enterprise Inc.,151.62%,COL,Rockwell Collins
228,369.27%,JPM,JPMorgan Chase & Co.,322.21%,BWA,BorgWarner,184.57%,NBR,Nabors Industries,68.30%,SLG,SL Green Realty,44.74%,SUN,Sunoco Inc.,40.56%,PCLN,Priceline.com Inc,153.18%,BMS,Bemis Company,173.65%,BIG,Big Lots Inc.,313.02%,PCG,PG&E Corp.,258.98%,FISV,Fiserv Inc,164.25%,ROK,Rockwell Automation Inc.,101.97%,VNO,Vornado Realty Trust,149.89%,BIG,Big Lots Inc.
229,368.05%,HAL,Halliburton Co.,321.90%,BDX,Becton Dickinson,183.95%,GE,General Electric,68.07%,WBA,Walgreens Boots Alliance,43.21%,PNC,PNC Financial Services,39.24%,LRCX,Lam Research,152.81%,D,Dominion Energy,172.40%,NEM,Newmont Mining Corporation,312.81%,XEL,Xcel Energy Inc,258.34%,MCO,Moody's Corp,163.92%,MSFT,Microsoft Corp.,99.74%,NDAQ,"Nasdaq, Inc.",149.07%,DVA,DaVita
230,367.68%,AVP,Avon Products,318.16%,BK,The Bank of New York Mellon Corp.,181.39%,ARNC,Arconic Inc,68.04%,PCG,PG&E Corp.,43.14%,PPG,PPG Industries,36.44%,CCI,Crown Castle International Corp.,150.85%,EFX,Equifax Inc.,172.39%,LYB,LyondellBasell,311.96%,R,Ryder Systems Inc.,255.80%,APD,Air Products & Chemicals Inc,163.91%,MCO,Moody's Corp,96.46%,PPL,PPL Corp.,148.10%,CHRW,C. H. Robinson Worldwide
231,363.68%,HCN,Welltower Inc.,316.98%,PLD,Prologis,179.64%,AIZ,Assurant Inc,67.03%,RJF,Raymond James Financial Inc.,41.69%,PWR,Quanta Services Inc.,35.36%,KMB,Kimberly-Clark,150.61%,LOW,Lowe's Cos.,171.90%,FL,Foot Locker Inc,311.88%,DOV,Dover Corp.,255.00%,CL,Colgate-Palmolive,162.30%,MCHP,Microchip Technology,93.26%,AFL,AFLAC Inc,148.00%,PNC,PNC Financial Services
232,362.18%,ITW,Illinois Tool Works,314.16%,PX,Praxair Inc.,179.09%,KLAC,KLA-Tencor Corp.,65.01%,ADP,Automatic Data Processing,41.22%,ADP,Automatic Data Processing,34.73%,PM,Philip Morris International,150.51%,TIF,Tiffany & Co.,171.53%,RSG,Republic Services Inc,308.76%,NDAQ,"Nasdaq, Inc.",253.74%,TRV,The Travelers Companies Inc.,161.67%,WYN,Wyndham Worldwide,91.97%,FDX,FedEx Corporation,147.70%,MCO,Moody's Corp
233,360.82%,LSI,LSI Corporation,313.66%,YUM,Yum! Brands Inc,178.73%,EW,Edwards Lifesciences,64.73%,NDAQ,"Nasdaq, Inc.",39.83%,BRK.B,Berkshire Hathaway,33.19%,V,Visa Inc.,148.83%,CBG,CBRE Group,171.13%,GPN,Global Payments Inc,307.01%,ES,Eversource Energy,251.03%,CCE,Coca-Cola Enterprises,161.39%,MDLZ,Mondelez International,90.90%,IRM,Iron Mountain Incorporated,146.45%,AN,AutoNation Inc
234,358.55%,CNC,Centene Corporation,313.38%,TAP,Molson Coors Brewing Company,177.26%,AAP,Advance Auto Parts,64.05%,PH,Parker-Hannifin,39.19%,TMK,Torchmark Corp.,32.85%,URI,"United Rentals, Inc.",148.64%,IBM,International Business Machines,169.84%,TMO,Thermo Fisher Scientific,304.61%,O,Realty Income Corporation,250.84%,APTV,Aptiv Plc,161.32%,PSX,Phillips 66,85.76%,SYMC,Symantec Corp.,145.74%,Q,Qwest Communications
235,357.01%,AIG,"American International Group, Inc.",310.48%,HD,Home Depot,176.60%,PKG,Packaging Corporation of America,63.79%,GPC,Genuine Parts,39.05%,AMAT,Applied Materials Inc,32.53%,MDLZ,Mondelez International,148.34%,EMN,Eastman Chemical,169.76%,SCG,SCANA Corp,300.61%,DNB,Dun & Bradstreet,250.42%,HSY,The Hershey Company,160.07%,DE,Deere & Co.,83.57%,SNI,Scripps Networks Interactive Inc.,142.68%,KMX,Carmax Inc
236,356.66%,OKE,ONEOK,309.39%,CAH,Cardinal Health,173.83%,LMT,Lockheed Martin Corp.,63.27%,DE,Deere & Co.,36.92%,DOV,Dover Corp.,32.33%,NTAP,NetApp,147.22%,GIS,General Mills,169.17%,D,Dominion Energy,297.70%,CHK,Chesapeake Energy,250.36%,APC,Anadarko Petroleum Corp,159.86%,RSG,Republic Services Inc,80.60%,IQV,IQVIA,140.77%,SBR,Sabre Holdings
237,355.79%,PG,Procter & Gamble,308.99%,CERN,Cerner,173.59%,UDR,UDR Inc,62.47%,HAS,Hasbro Inc.,35.38%,GLW,Corning Inc.,29.97%,CTL,CenturyLink Inc,146.97%,ADM,Archer-Daniels-Midland Co,164.36%,ESV,Ensco plc,296.51%,SLG,SL Green Realty,250.13%,GPN,Global Payments Inc,159.25%,BAX,Baxter International Inc.,78.21%,GT,Goodyear Tire & Rubber,140.33%,ZTS,Zoetis
238,354.25%,AMG,Affiliated Managers Group Inc,305.52%,MET,MetLife Inc.,172.38%,PCG,PG&E Corp.,62.18%,FII,Federated Investors,35.34%,WBA,Walgreens Boots Alliance,26.64%,KR,Kroger Co.,146.12%,L,Loews Corp.,163.37%,LUK,Leucadia National Corp.,295.83%,HCN,Welltower Inc.,249.57%,WHR,Whirlpool Corp.,158.95%,ITW,Illinois Tool Works,78.06%,EXPD,Expeditors International,138.46%,STX,Seagate Technology
239,351.95%,BXP,Boston Properties,304.43%,VFC,V.F. Corp.,171.25%,AIV,Apartment Investment & Management,62.00%,PLD,Prologis,35.25%,MGM,MGM Resorts International,25.38%,HOG,Harley-Davidson,146.09%,DTE,DTE Energy,162.83%,AFL,AFLAC Inc,295.62%,AN,AutoNation Inc,248.19%,COO,The Cooper Companies,158.49%,HCP,HCP Inc.,77.60%,KORS,Michael Kors Holdings,138.21%,FSLR,First Solar
240,351.50%,MAA,Mid-America Apartments,303.95%,ALL,Allstate Corp,169.71%,C,Citigroup Inc.,60.93%,CMCSA,Comcast Corp.,33.03%,AON,Aon plc,25.20%,VRSK,Verisk Analytics,145.03%,LNT,Alliant Energy Corp,162.56%,COST,Costco Wholesale Corp.,295.55%,WHR,Whirlpool Corp.,247.50%,ADP,Automatic Data Processing,158.31%,WM,Waste Management Inc.,77.30%,SLG,SL Green Realty,137.96%,CDNS,Cadence Design Systems
241,336.94%,CVS,CVS Health,302.25%,MKC,McCormick & Co.,166.33%,XEC,Cimarex Energy,59.59%,PKI,PerkinElmer,32.13%,NDAQ,"Nasdaq, Inc.",25.04%,NTRS,Northern Trust Corp.,144.58%,HSY,The Hershey Company,161.48%,GPS,Gap Inc.,294.73%,RTN,Raytheon Co.,247.15%,IVZ,Invesco Ltd.,156.78%,MRK,Merck & Co.,73.12%,ADSK,Autodesk Inc,137.83%,DISCA,Discovery Communications
242,336.44%,PFE,Pfizer Inc.,300.90%,CMI,Cummins Inc.,165.98%,HD,Home Depot,59.40%,RSG,Republic Services Inc,31.26%,TXN,Texas Instruments,24.47%,SNI,Scripps Networks Interactive Inc.,143.36%,XOM,Exxon Mobil Corp.,159.08%,GME,GameStop,294.24%,LYB,LyondellBasell,243.33%,HAL,Halliburton Co.,156.30%,PEP,PepsiCo Inc.,70.97%,VLO,Valero Energy,134.98%,SYY,Sysco Corp.
243,332.84%,MKC,McCormick & Co.,300.21%,AZO,AutoZone Inc,165.97%,AKS,AK Steel Holding Corp.,57.89%,PVH,PVH Corp.,30.68%,AEP,American Electric Power,22.49%,OI,Owens-Illinois,140.92%,MCK,McKesson Corp.,158.00%,JEC,Jacobs Engineering Group,293.35%,GPC,Genuine Parts,242.36%,FLR,Fluor Corp.,155.50%,EIX,Edison Int'l,62.25%,MU,Micron Technology,134.23%,CBS,CBS Corp.
