,1995-1997,ticker,company,1996-1998,ticker,company,1997-1999,ticker,company,1998-2000,ticker,company,1999-2001,ticker,company,2000-2002,ticker,company,2001-2003,ticker,company,2002-2004,ticker,company,2003-2005,ticker,company,2004-2006,ticker,company,2005-2007,ticker,company,2006-2008,ticker,company,2007-2009,ticker,company,2008-2010,ticker,company,2009-2011,ticker,company,2010-2012,ticker,company,2011-2013,ticker,company,2012-2014,ticker,company,2013-2015,ticker,company,2014-2016,ticker,company,2015-2017,ticker,company,2016-2018,ticker,company
32,185.05%,C,Citigroup Inc.,172.89%,TGT,Target Corp.,200.38%,JCI,Johnson Controls Inc,252.24%,HD,Home Depot,183.30%,XLNX,Xilinx Inc,123.57%,FL,Foot Locker Inc,73.15%,FRT,Federal Realty Investment Trust,104.17%,DHI,D. R. Horton,232.20%,NTAP,NetApp,152.30%,ESRX,Express Scripts,109.73%,NFLX,Netflix Inc.,94.70%,AMZN,Amazon.com Inc,14.50%,ABT,Abbott Laboratories,25.67%,IBM,International Business Machines,234.89%,JWN,Nordstrom,96.77%,CMI,Cummins Inc.,77.55%,CMCSA,Comcast Corp.,149.16%,IR,Ingersoll-Rand PLC,150.04%,PBI,Pitney Bowes Inc,75.54%,PSA,Public Storage,32.95%,CDNS,Cadence Design Systems,57.63%,SHW,Sherwin-Williams
33,174.56%,MSFT,Microsoft Corp.,168.78%,SLB,Schlumberger Ltd.,196.04%,F,Ford Motor,243.87%,JNPR,Juniper Networks,180.18%,APA,Apache Corporation,122.21%,AZO,AutoZone Inc,72.71%,WLTW,Willis Towers Watson,100.93%,FOSL,Fossil Group,224.84%,ISRG,Intuitive Surgical Inc.,151.55%,NUE,Nucor Corp.,108.51%,ANDV,Andeavor,91.13%,CME,CME Group Inc.,12.33%,NFLX,Netflix Inc.,24.28%,TDG,TransDigm Group,234.52%,BWA,BorgWarner,96.25%,M,Macy's Inc.,76.88%,PVH,PVH Corp.,148.80%,ANDV,Andeavor,147.76%,MMI,Motorola Mobility,75.24%,LLY,Lilly (Eli) & Co.,29.74%,DWDP,DowDuPont,56.28%,BLK,BlackRock
34,173.08%,CCE,Coca-Cola Enterprises,168.58%,OI,Owens-Illinois,195.62%,WBA,Walgreens Boots Alliance,235.89%,ADI,"Analog Devices, Inc.",173.42%,RDC,Rowan Companies Plc,121.45%,AJG,Arthur J. Gallagher & Co.,72.54%,LMT,Lockheed Martin Corp.,100.48%,MNST,Monster Beverage,217.43%,ANSS,ANSYS,150.46%,AMT,American Tower Corp A,107.05%,COG,Cabot Oil & Gas,90.99%,FOSL,Fossil Group,11.67%,XOM,Exxon Mobil Corp.,22.78%,KMX,Carmax Inc,232.70%,TER,Teradyne,94.96%,WYN,Wyndham Worldwide,76.32%,KSU,Kansas City Southern,147.51%,MHK,Mohawk Industries,143.25%,HCA,HCA Holdings,73.91%,HBI,Hanesbrands Inc,28.88%,PSA,Public Storage,56.23%,ANSS,ANSYS
35,172.92%,JCI,Johnson Controls Inc,167.92%,C,Citigroup Inc.,195.31%,ORLY,O'Reilly Automotive,227.95%,ADBE,Adobe Systems Inc,159.63%,APH,Amphenol Corp,120.86%,REGN,Regeneron,71.91%,ANSS,ANSYS,98.32%,X,United States Steel Corporation,214.67%,CMI,Cummins Inc.,144.99%,HES,Hess Corporation,104.85%,IVZ,Invesco Ltd.,88.20%,INCY,Incyte,10.98%,YUM,Yum! Brands Inc,22.00%,DISCA,Discovery Communications,215.58%,PVH,PVH Corp.,92.74%,IT,Gartner Inc,75.69%,MPC,Marathon Petroleum,146.32%,BIIB,Biogen Inc.,140.12%,GHC,Graham Holdings,73.57%,ILMN,Illumina Inc,26.36%,ZTS,Zoetis,56.01%,TSS,Total System Services
36,171.05%,ATVI,Activision Blizzard,167.36%,TROW,T. Rowe Price Group,191.67%,LOW,Lowe's Cos.,201.20%,MU,Micron Technology,157.22%,EXPD,Expeditors International,119.64%,LMT,Lockheed Martin Corp.,68.34%,LOW,Lowe's Cos.,93.94%,VAR,Varian Medical Systems,211.21%,ATVI,Activision Blizzard,144.43%,HAL,Halliburton Co.,102.63%,RRC,Range Resources Corp.,87.80%,HOLX,Hologic,10.97%,HAS,Hasbro Inc.,21.17%,QCOM,QUALCOMM Inc.,213.81%,CCE,Coca-Cola Enterprises,92.53%,AN,AutoNation Inc,74.62%,ROST,Ross Stores,146.10%,CELG,Celgene Corp.,139.81%,REGN,Regeneron,73.11%,HOLX,Hologic,25.70%,EBAY,eBay,55.71%,COG,Cabot Oil & Gas
37,170.59%,COO,The Cooper Companies,165.26%,STT,State Street Corp.,188.50%,MCK,McKesson Corp.,201.19%,CMCSA,Comcast Corp.,155.07%,DNR,Denbury Resources,116.22%,LLL,L-3 Communications Holdings,68.32%,AOS,A.O. Smith,93.81%,HUM,Humana Inc.,207.61%,ETFC,E*Trade,143.97%,CCI,Crown Castle International Corp.,102.61%,AMT,American Tower Corp A,87.72%,PCAR,PACCAR Inc.,10.79%,EOG,EOG Resources,20.90%,XLNX,Xilinx Inc,213.48%,JBL,Jabil Circuit,92.19%,AAPL,Apple Inc.,74.20%,LYB,LyondellBasell,141.90%,UAA,Under Armour,134.42%,STX,Seagate Technology,72.87%,UDR,UDR Inc,25.07%,VZ,Verizon Communications,54.31%,TEL,TE Connectivity Ltd.
38,168.33%,VRTX,Vertex Pharmaceuticals Inc,164.47%,NTRS,Northern Trust Corp.,187.31%,COST,Costco Wholesale Corp.,196.89%,RMD,ResMed,146.19%,CHRW,C. H. Robinson Worldwide,115.54%,XRAY,Dentsply Sirona,68.31%,ITT,ITT Corp.,93.15%,EBAY,eBay,206.91%,JBHT,J. B. Hunt Transport Services,140.26%,WMB,Williams Cos.,102.48%,DNR,Denbury Resources,87.65%,RRC,Range Resources Corp.,10.47%,CVX,Chevron Corp.,20.65%,JBL,Jabil Circuit,211.80%,AKAM,Akamai Technologies Inc,91.87%,BWA,BorgWarner,73.38%,SBAC,SBA Communications,141.50%,EXPE,Expedia Inc.,131.91%,BIIB,Biogen Inc.,71.72%,COTY,"Coty, Inc",23.09%,PM,Philip Morris International,53.36%,RSG,Republic Services Inc
39,168.25%,PBCT,People's United Financial,163.63%,MNST,Monster Beverage,187.24%,WAT,Waters Corporation,193.66%,GPS,Gap Inc.,145.99%,TIF,Tiffany & Co.,115.50%,PXD,Pioneer Natural Resources,68.30%,LSI,LSI Corporation,92.51%,FLIR,FLIR Systems,205.99%,SBUX,Starbucks Corp.,140.18%,CERN,Cerner,102.32%,DO,Diamond Offshore Drilling,87.43%,TDG,TransDigm Group,9.87%,CMG,Chipotle Mexican Grill,20.58%,UHS,"Universal Health Services, Inc.",209.98%,CLF,Cliffs Natural Resources,87.01%,CNC,Centene Corporation,72.85%,FL,Foot Locker Inc,141.32%,TMO,Thermo Fisher Scientific,131.49%,UHS,"Universal Health Services, Inc.",71.43%,NOC,Northrop Grumman Corp.,20.90%,BK,The Bank of New York Mellon Corp.,52.31%,RHT,Red Hat Inc.
40,167.36%,MDT,Medtronic plc,163.33%,BEN,Franklin Resources,186.79%,MHK,Mohawk Industries,188.35%,KLAC,KLA-Tencor Corp.,145.45%,FII,Federated Investors,114.82%,HRB,Block H&R,68.27%,MCHP,Microchip Technology,92.50%,MAC,Macerich,203.70%,AET,Aetna Inc,138.08%,CHK,Chesapeake Energy,101.84%,BLK,BlackRock,84.77%,MCD,McDonald's Corp.,9.81%,HCN,Welltower Inc.,20.49%,CELG,Celgene Corp.,203.79%,MU,Micron Technology,86.96%,FTI,TechnipFMC,71.94%,SBUX,Starbucks Corp.,139.60%,PCLN,Priceline.com Inc,131.24%,BSX,Boston Scientific,71.37%,DLR,Digital Realty,20.68%,IFF,Intl Flavors & Fragrances,52.09%,ZTS,Zoetis
41,166.67%,GILD,Gilead Sciences,162.53%,FITB,Fifth Third Bancorp,183.15%,AGN,"Allergan, Inc",178.03%,WAT,Waters Corporation,144.59%,AMGN,Amgen Inc,113.35%,EQT,EQT Corporation,68.08%,SLM,SLM Corporation,91.41%,CNC,Centene Corporation,200.61%,MON,Monsanto Co.,137.77%,HUM,Humana Inc.,101.52%,BXP,Boston Properties,83.71%,SBAC,SBA Communications,9.52%,SO,Southern Co.,20.35%,TPR,"Tapestry, Inc.",196.37%,FL,Foot Locker Inc,86.19%,PXD,Pioneer Natural Resources,71.21%,HRB,Block H&R,139.37%,ODP,Office Depot Inc.,130.12%,CMG,Chipotle Mexican Grill,70.02%,AAL,American Airlines Group,20.59%,ED,Consolidated Edison,51.68%,AON,Aon plc
42,163.29%,NFX,Newfield Exploration Co,160.76%,LLY,Lilly (Eli) & Co.,182.40%,TGT,Target Corp.,175.14%,SCHW,Charles Schwab Corporation,144.21%,LRCX,Lam Research,113.00%,TSCO,Tractor Supply Company,66.39%,STZ,Constellation Brands,90.29%,DNR,Denbury Resources,196.90%,HUM,Humana Inc.,136.12%,LM,Legg Mason,100.86%,HPQ,HP Inc.,80.77%,NRG,NRG Energy,8.91%,CL,Colgate-Palmolive,19.72%,MA,Mastercard Inc.,194.49%,DISCA,Discovery Communications,85.45%,COO,The Cooper Companies,68.32%,SPG,Simon Property Group Inc,139.13%,CHTR,Charter Communications,129.15%,NOC,Northrop Grumman Corp.,69.49%,AMZN,Amazon.com Inc,20.54%,AON,Aon plc,50.58%,TROW,T. Rowe Price Group
43,162.17%,JPM,JPMorgan Chase & Co.,157.32%,MS,Morgan Stanley,181.44%,BBBY,Bed Bath & Beyond,168.37%,COF,Capital One Financial,144.21%,EQT,EQT Corporation,110.47%,BIIB,Biogen Inc.,66.26%,O,Realty Income Corporation,89.85%,FRT,Federal Realty Investment Trust,184.52%,COF,Capital One Financial,132.41%,COG,Cabot Oil & Gas,99.41%,UAA,Under Armour,80.60%,DLR,Digital Realty,8.65%,CLF,Cliffs Natural Resources,18.76%,PSA,Public Storage,194.23%,EW,Edwards Lifesciences,83.51%,CCE,Coca-Cola Enterprises,66.45%,AAPL,Apple Inc.,139.10%,CBS,CBS Corp.,128.68%,LNC,Lincoln National,69.35%,VRTX,Vertex Pharmaceuticals Inc,19.55%,CCI,Crown Castle International Corp.,50.35%,LUK,Leucadia National Corp.
44,160.42%,CTXS,Citrix Systems,156.38%,AMZN,Amazon.com Inc,174.80%,MLM,Martin Marietta Materials,167.24%,SYMC,Symantec Corp.,139.09%,CTSH,Cognizant Technology Solutions,109.10%,SBR,Sabre Holdings,64.83%,PNR,Pentair Ltd.,89.26%,COO,The Cooper Companies,183.63%,PKI,PerkinElmer,130.39%,HRS,Harris Corporation,98.43%,MLM,Martin Marietta Materials,79.21%,ORCL,Oracle Corp.,7.36%,NKE,Nike,18.58%,ABC,AmerisourceBergen Corp,190.24%,CTXS,Citrix Systems,83.42%,DG,Dollar General,65.36%,PRGO,Perrigo,138.58%,ALGN,Align Technology,127.83%,AMAT,Applied Materials Inc,68.66%,LB,L Brands Inc.,18.61%,ROP,Roper Technologies,49.56%,CSCO,Cisco Systems
45,159.75%,SLB,Schlumberger Ltd.,156.37%,PCAR,PACCAR Inc.,171.76%,TXN,Texas Instruments,165.50%,S,Sprint Nextel Corp.,138.46%,FL,Foot Locker Inc,108.08%,MHK,Mohawk Industries,63.58%,NEM,Newmont Mining Corporation,88.04%,WDC,Western Digital,182.84%,COO,The Cooper Companies,129.58%,PBCT,People's United Financial,94.98%,GS,Goldman Sachs Group,73.59%,PH,Parker-Hannifin,4.54%,NBL,Noble Energy Inc,18.38%,ESRX,Express Scripts,185.02%,NOV,National Oilwell Varco Inc.,83.18%,VFC,V.F. Corp.,64.71%,SPGI,"S&P Global, Inc.",137.68%,DXC,DXC Technology,124.87%,LMT,Lockheed Martin Corp.,67.39%,HD,Home Depot,17.00%,ALLE,Allegion,48.94%,BRK.B,Berkshire Hathaway
46,152.13%,TWX,Time Warner Inc.,155.86%,BBT,BB&T Corporation,169.81%,CVS,CVS Health,161.36%,MSI,Motorola Solutions Inc.,136.43%,SRCL,Stericycle Inc,108.06%,PGR,Progressive Corp.,63.12%,GGP,General Growth Properties Inc.,87.11%,AOS,A.O. Smith,181.58%,EIX,Edison Int'l,127.85%,FFIV,F5 Networks,94.54%,SLB,Schlumberger Ltd.,71.23%,TROW,T. Rowe Price Group,3.50%,BF.B,Brown-Forman Corp.,17.67%,CRM,Salesforce.com,177.71%,CF,CF Industries Holdings Inc,82.16%,HSY,The Hershey Company,64.64%,CCI,Crown Castle International Corp.,136.92%,FLS,Flowserve Corporation,124.10%,URI,"United Rentals, Inc.",65.60%,AVB,"AvalonBay Communities, Inc.",16.44%,LYB,LyondellBasell,47.32%,CXO,Concho Resources
47,150.53%,RRC,Range Resources Corp.,155.27%,KSS,Kohl's,161.90%,FITB,Fifth Third Bancorp,153.38%,LOW,Lowe's Cos.,135.82%,BHGE,"Baker Hughes, a GE Company",107.40%,MET,MetLife Inc.,62.02%,BBBY,Bed Bath & Beyond,85.68%,HOLX,Hologic,181.31%,ILMN,Illumina Inc,125.96%,HP,Helmerich & Payne,94.11%,CCI,Crown Castle International Corp.,71.13%,HON,Honeywell Int'l Inc.,3.41%,HRB,Block H&R,17.55%,ORLY,O'Reilly Automotive,172.63%,SLG,SL Green Realty,81.38%,TJX,TJX Companies Inc.,64.43%,COO,The Cooper Companies,136.75%,DFS,Discover Financial Services,122.99%,CBOE,CBOE Holdings,65.56%,MO,Altria Group Inc,16.06%,PKG,Packaging Corporation of America,46.67%,ITT,ITT Corp.
48,149.16%,ALL,Allstate Corp,154.69%,RCL,Royal Caribbean Cruises Ltd,160.22%,KR,Kroger Co.,151.11%,PWR,Quanta Services Inc.,133.77%,AES,AES Corp,106.40%,LSI,LSI Corporation,61.41%,SPG,Simon Property Group Inc,82.50%,HSIC,Henry Schein,179.56%,PCAR,PACCAR Inc.,124.83%,NFX,Newfield Exploration Co,93.12%,MON,Monsanto Co.,70.72%,COG,Cabot Oil & Gas,3.34%,PWR,Quanta Services Inc.,16.90%,WMT,Wal-Mart Stores,171.61%,TPR,"Tapestry, Inc.",81.14%,GRA,W.R. Grace,63.63%,CERN,Cerner,136.56%,PNR,Pentair Ltd.,121.23%,LRCX,Lam Research,65.27%,EFX,Equifax Inc.,15.04%,AVB,"AvalonBay Communities, Inc.",46.57%,MGM,MGM Resorts International
49,148.17%,NTAP,NetApp,152.43%,BK,The Bank of New York Mellon Corp.,159.91%,OMC,Omnicom Group,147.12%,CCI,Crown Castle International Corp.,132.60%,APC,Anadarko Petroleum Corp,104.42%,HCN,Welltower Inc.,61.27%,BMS,Bemis Company,81.14%,AKAM,Akamai Technologies Inc,173.21%,ENDP,Endo International plc,122.95%,JWN,Nordstrom,92.64%,RMD,ResMed,70.68%,LMT,Lockheed Martin Corp.,3.33%,AWK,American Water Works Company Inc,16.23%,GPN,Global Payments Inc,166.32%,EL,Estee Lauder Cos.,80.56%,ESS,"Essex Property Trust, Inc.",63.56%,CDNS,Cadence Design Systems,135.32%,AMP,Ameriprise Financial,121.16%,AAP,Advance Auto Parts,65.21%,NCLH,Norwegian Cruise Line,14.42%,REG,Regency Centers Corporation,46.26%,C,Citigroup Inc.
50,148.00%,AES,AES Corp,147.90%,WFC,Wells Fargo,157.31%,IPG,Interpublic Group,146.90%,MS,Morgan Stanley,131.49%,HP,Helmerich & Payne,103.82%,SLM,SLM Corporation,60.65%,VAR,Varian Medical Systems,79.18%,SPG,Simon Property Group Inc,169.75%,VTR,Ventas Inc,121.12%,GT,Goodyear Tire & Rubber,91.40%,FTI,TechnipFMC,68.93%,SYK,Stryker Corp.,3.06%,BCR,Bard (C.R.) Inc.,16.02%,BMS,Bemis Company,160.63%,ANF,Abercrombie & Fitch,77.75%,PM,Philip Morris International,63.41%,FAST,Fastenal Co,134.22%,PSX,Phillips 66,120.77%,AMP,Ameriprise Financial,64.55%,AIV,Apartment Investment & Management,14.37%,TEL,TE Connectivity Ltd.,46.25%,ED,Consolidated Edison
51,145.63%,BK,The Bank of New York Mellon Corp.,146.69%,PFE,Pfizer Inc.,156.99%,DLTR,Dollar Tree,143.02%,ARNC,Arconic Inc,127.74%,MS,Morgan Stanley,103.20%,CAH,Cardinal Health,60.40%,BAC,Bank of America Corp,77.36%,GILD,Gilead Sciences,169.52%,PNR,Pentair Ltd.,121.02%,DVN,Devon Energy,91.21%,ALB,Albemarle Corp,68.23%,GILD,Gilead Sciences,2.92%,DVN,Devon Energy,15.97%,DGX,Quest Diagnostics,158.18%,ALB,Albemarle Corp,75.88%,YUM,Yum! Brands Inc,59.77%,STZ,Constellation Brands,134.19%,TGNA,"Tegna, Inc.",120.07%,MNK,Mallinckrodt,63.88%,LVLT,Level 3 Communications,14.14%,LVLT,Level 3 Communications,43.89%,HD,Home Depot
52,143.36%,PSA,Public Storage,142.67%,PGR,Progressive Corp.,153.12%,BMY,Bristol-Myers Squibb,141.00%,ALXN,Alexion Pharmaceuticals,127.45%,MET,MetLife Inc.,103.08%,JEC,Jacobs Engineering Group,60.11%,AME,AMETEK Inc,75.80%,JWN,Nordstrom,168.33%,PHM,Pulte Homes Inc.,120.29%,CTSH,Cognizant Technology Solutions,90.82%,RIG,Transocean,68.17%,XRAY,Dentsply Sirona,2.41%,AFL,AFLAC Inc,15.69%,HD,Home Depot,156.93%,AMP,Ameriprise Financial,75.84%,PSA,Public Storage,59.49%,M,Macy's Inc.,131.60%,ETFC,E*Trade,119.84%,SUN,Sunoco Inc.,63.52%,NKE,Nike,12.09%,FRT,Federal Realty Investment Trust,42.69%,TDG,TransDigm Group
53,143.03%,EFX,Equifax Inc.,142.29%,GPS,Gap Inc.,152.58%,PGR,Progressive Corp.,140.51%,OMC,Omnicom Group,127.25%,NFX,Newfield Exploration Co,100.72%,PHM,Pulte Homes Inc.,59.89%,SIG,Signet Jewelers,75.40%,IR,Ingersoll-Rand PLC,167.95%,ADS,Alliance Data Systems,117.12%,JCP,J.C. Penney,90.34%,JCP,J.C. Penney,68.14%,ESRX,Express Scripts,2.41%,DGX,Quest Diagnostics,15.39%,PRGO,Perrigo,153.56%,TDG,TransDigm Group,75.12%,COG,Cabot Oil & Gas,58.49%,PKG,Packaging Corporation of America,131.31%,PPG,PPG Industries,118.55%,CHTR,Charter Communications,62.71%,TDG,TransDigm Group,11.94%,BLK,BlackRock,42.66%,DWDP,DowDuPont
54,138.54%,UHS,"Universal Health Services, Inc.",141.07%,CMA,Comerica Inc.,151.54%,DF,Dean Foods,138.41%,NVDA,Nvidia Corporation,125.00%,PXD,Pioneer Natural Resources,99.90%,TPR,"Tapestry, Inc.",59.83%,SO,Southern Co.,74.78%,ETN,Eaton Corporation,167.69%,LRCX,Lam Research,115.56%,CCK,Crown Holdings,89.93%,CLF,Cliffs Natural Resources,67.72%,CVX,Chevron Corp.,1.85%,AAPL,Apple Inc.,15.38%,MAT,Mattel Inc.,151.23%,KSU,Kansas City Southern,73.62%,CDNS,Cadence Design Systems,57.37%,EFX,Equifax Inc.,131.24%,RF,Regions Financial Corp.,116.71%,MCK,McKesson Corp.,62.66%,NI,NiSource Inc.,11.83%,JBL,Jabil Circuit,42.03%,HUM,Humana Inc.
55,137.50%,DO,Diamond Offshore Drilling,140.58%,INTC,Intel Corp.,151.16%,PBI,Pitney Bowes Inc,137.93%,MNST,Monster Beverage,123.47%,SYY,Sysco Corp.,97.63%,TJX,TJX Companies Inc.,58.79%,IGT,International Game Technology,74.07%,SBUX,Starbucks Corp.,162.18%,FL,Foot Locker Inc,115.16%,NRG,NRG Energy,88.95%,BIG,Big Lots Inc.,67.26%,AME,AMETEK Inc,1.75%,RTN,Raytheon Co.,15.16%,GWW,Grainger (W.W.) Inc.,150.91%,M,Macy's Inc.,73.54%,VRSN,Verisign Inc.,57.21%,LVLT,Level 3 Communications,130.53%,VRTX,Vertex Pharmaceuticals Inc,115.41%,ORLY,O'Reilly Automotive,62.44%,FL,Foot Locker Inc,11.17%,C,Citigroup Inc.,39.98%,TPR,"Tapestry, Inc."
56,137.32%,CA,"CA, Inc.",140.31%,ALK,Alaska Air Group Inc,149.86%,LLY,Lilly (Eli) & Co.,136.90%,HOG,Harley-Davidson,122.77%,CNX,Consol Energy,96.70%,DRI,Darden Restaurants,58.67%,REG,Regency Centers Corporation,73.95%,HCN,Welltower Inc.,161.43%,FLIR,FLIR Systems,115.06%,ANSS,ANSYS,88.75%,WDC,Western Digital,66.49%,DISCA,Discovery Communications,1.44%,DLR,Digital Realty,14.70%,VFC,V.F. Corp.,150.86%,SBAC,SBA Communications,73.44%,AAP,Advance Auto Parts,56.98%,TWX,Time Warner Inc.,130.19%,V,Visa Inc.,115.15%,MAR,Marriott Int'l.,62.33%,TSN,Tyson Foods,10.91%,IBM,International Business Machines,39.32%,QCOM,QUALCOMM Inc.
57,136.60%,LLY,Lilly (Eli) & Co.,137.12%,CVS,CVS Health,148.53%,BK,The Bank of New York Mellon Corp.,136.65%,KSU,Kansas City Southern,122.26%,TXN,Texas Instruments,96.00%,SO,Southern Co.,58.38%,XRX,Xerox Corp.,73.16%,APA,Apache Corporation,160.84%,NUE,Nucor Corp.,113.78%,UNH,United Health Group Inc.,88.13%,GRMN,Garmin Ltd.,66.35%,AKAM,Akamai Technologies Inc,1.32%,COST,Costco Wholesale Corp.,14.61%,SBR,Sabre Holdings,149.45%,URI,"United Rentals, Inc.",72.40%,ANDV,Andeavor,56.35%,MSI,Motorola Solutions Inc.,130.10%,MCO,Moody's Corp,115.10%,WBA,Walgreens Boots Alliance,61.39%,UNH,United Health Group Inc.,9.05%,MAR,Marriott Int'l.,38.47%,CCI,Crown Castle International Corp.
58,136.28%,WMB,Williams Cos.,136.91%,PAYX,Paychex Inc.,147.92%,TJX,TJX Companies Inc.,135.71%,IPG,Interpublic Group,122.18%,LUV,Southwest Airlines,95.65%,VLO,Valero Energy,58.07%,MCO,Moody's Corp,71.50%,PBCT,People's United Financial,154.36%,SYMC,Symantec Corp.,112.77%,ANTM,Anthem Inc.,87.53%,PVH,PVH Corp.,66.06%,XOM,Exxon Mobil Corp.,1.26%,ORCL,Oracle Corp.,14.51%,EL,Estee Lauder Cos.,149.32%,CCI,Crown Castle International Corp.,71.68%,INTU,Intuit,55.63%,WY,Weyerhaeuser Corp.,128.93%,SCHW,Charles Schwab Corporation,114.88%,ABC,AmerisourceBergen Corp,61.16%,SNA,Snap-On Inc.,8.74%,NKE,Nike,37.38%,BF.B,Brown-Forman Corp.
59,134.76%,BA,Boeing Company,136.77%,ZION,Zions Bancorp,147.70%,S,Sprint Nextel Corp.,135.12%,INTC,Intel Corp.,118.84%,PWR,Quanta Services Inc.,95.45%,RJF,Raymond James Financial Inc.,57.59%,SJM,JM Smucker,71.28%,BLL,Ball Corp,154.01%,PBCT,People's United Financial,112.47%,EIX,Edison Int'l,87.34%,ESRX,Express Scripts,63.74%,TSS,Total System Services,0.70%,ATVI,Activision Blizzard,13.53%,SWK,Stanley Black & Decker,146.40%,CERN,Cerner,71.57%,SPG,Simon Property Group Inc,55.27%,PCLN,Priceline.com Inc,128.47%,ITT,ITT Corp.,114.79%,SCHW,Charles Schwab Corporation,61.08%,VMC,Vulcan Materials,6.68%,LOW,Lowe's Cos.,36.83%,EBAY,eBay
60,132.79%,PX,Praxair Inc.,136.34%,COF,Capital One Financial,147.24%,IBM,International Business Machines,129.12%,EXPD,Expeditors International,115.93%,PAYX,Paychex Inc.,95.16%,KSS,Kohl's,56.32%,ATVI,Activision Blizzard,70.45%,CME,CME Group Inc.,154.00%,JWN,Nordstrom,110.22%,BLK,BlackRock,86.29%,HUM,Humana Inc.,63.15%,SWKS,Skyworks Solutions,-1.15%,MNST,Monster Beverage,12.89%,MCD,McDonald's Corp.,146.38%,RL,Polo Ralph Lauren Corp.,71.54%,TPR,"Tapestry, Inc.",55.09%,PFE,Pfizer Inc.,128.17%,MA,Mastercard Inc.,114.72%,RRD,R.R. Donnelley,61.06%,AET,Aetna Inc,5.01%,KMB,Kimberly-Clark,35.92%,GOOGL,Alphabet Inc Class A
61,131.25%,SEE,Sealed Air,135.70%,FHN,First Horizon,147.15%,NTRS,Northern Trust Corp.,128.13%,MCHP,Microchip Technology,115.42%,UHS,"Universal Health Services, Inc.",95.11%,BBBY,Bed Bath & Beyond,54.99%,JEC,Jacobs Engineering Group,70.01%,OXY,Occidental Petroleum,153.75%,ADBE,Adobe Systems Inc,106.49%,GME,GameStop,85.57%,GILD,Gilead Sciences,63.10%,VZ,Verizon Communications,-1.41%,VZ,Verizon Communications,12.88%,HCN,Welltower Inc.,143.88%,AXP,American Express Co,70.96%,MO,Altria Group Inc,54.74%,MAT,Mattel Inc.,127.05%,GNW,Genworth Financial,113.77%,HUM,Humana Inc.,59.56%,SIG,Signet Jewelers,3.17%,BMY,Bristol-Myers Squibb,35.80%,BK,The Bank of New York Mellon Corp.
62,129.89%,COF,Capital One Financial,135.32%,CCL,Carnival Corp.,146.67%,ZION,Zions Bancorp,126.66%,DXC,DXC Technology,111.84%,COG,Cabot Oil & Gas,94.49%,NOC,Northrop Grumman Corp.,53.79%,ANTM,Anthem Inc.,68.51%,PGR,Progressive Corp.,153.20%,CNC,Centene Corporation,105.37%,AMD,Advanced Micro Devices,84.87%,PCLN,Priceline.com Inc,62.03%,IDXX,IDEXX Laboratories,-1.45%,SHW,Sherwin-Williams,12.65%,SBUX,Starbucks Corp.,143.33%,LRCX,Lam Research,70.94%,MCD,McDonald's Corp.,53.61%,NI,NiSource Inc.,127.02%,TSCO,Tractor Supply Company,113.71%,ANTM,Anthem Inc.,58.37%,LOW,Lowe's Cos.,2.65%,ABBV,AbbVie Inc.,35.38%,UTX,United Technologies
63,129.30%,CI,CIGNA Corp.,134.97%,CINF,Cincinnati Financial,142.19%,CTAS,Cintas Corporation,125.66%,AKAM,Akamai Technologies Inc,110.21%,C,Citigroup Inc.,92.05%,PDCO,Patterson Companies,53.59%,DVA,DaVita,68.44%,GPS,Gap Inc.,150.58%,VLO,Valero Energy,104.51%,MCO,Moody's Corp,84.47%,PSA,Public Storage,59.81%,BWA,BorgWarner,-1.66%,KO,Coca-Cola Company,12.56%,CHRW,C. H. Robinson Worldwide,143.15%,ILMN,Illumina Inc,69.63%,AVB,"AvalonBay Communities, Inc.",53.28%,PM,Philip Morris International,126.84%,LUV,Southwest Airlines,113.67%,LVLT,Level 3 Communications,58.32%,CTAS,Cintas Corporation,0.81%,RHT,Red Hat Inc.,34.75%,ROP,Roper Technologies
64,128.37%,ADI,"Analog Devices, Inc.",134.90%,IBM,International Business Machines,141.58%,LEN,Lennar Corp.,123.83%,SIG,Signet Jewelers,108.88%,MMC,Marsh & McLennan,87.38%,L,Loews Corp.,53.21%,HCP,HCP Inc.,67.98%,CAT,Caterpillar Inc.,150.25%,ROK,Rockwell Automation Inc.,102.80%,AVB,"AvalonBay Communities, Inc.",84.06%,HES,Hess Corporation,59.77%,CXO,Concho Resources,-1.67%,QCOM,QUALCOMM Inc.,12.40%,PCG,PG&E Corp.,142.66%,CBS,CBS Corp.,68.71%,GGP,General Growth Properties Inc.,53.18%,VLO,Valero Energy,124.25%,BSX,Boston Scientific,113.58%,PKG,Packaging Corporation of America,58.04%,SBUX,Starbucks Corp.,-1.13%,CL,Colgate-Palmolive,32.36%,IT,Gartner Inc
