,1995-2001,ticker,company,1996-2002,ticker,company,1997-2003,ticker,company,1998-2004,ticker,company,1999-2005,ticker,company,2000-2006,ticker,company,2001-2007,ticker,company,2002-2008,ticker,company,2003-2009,ticker,company,2004-2010,ticker,company,2005-2011,ticker,company,2006-2012,ticker,company,2007-2013,ticker,company,2008-2014,ticker,company,2009-2015,ticker,company,2010-2016,ticker,company,2011-2017,ticker,company,2012-2018,ticker,company
451,-67.39%,GRA,W.R. Grace,-35.20%,A,Agilent Technologies Inc,-53.98%,AKS,AK Steel Holding Corp.,-35.77%,CCE,Coca-Cola Enterprises,-32.00%,NDAQ,"Nasdaq, Inc.",-32.55%,XRX,Xerox Corp.,-7.26%,UNM,Unum Group,-42.83%,MMC,Marsh & McLennan,20.15%,WMT,Wal-Mart Stores,31.18%,PRU,Prudential Financial,-3.99%,AXP,American Express Co,-27.22%,PLD,Prologis,-25.56%,CDNS,Cadence Design Systems,133.48%,IPG,Interpublic Group,29.59%,NUE,Nucor Corp.,120.09%,D,Dominion Energy,110.95%,INTC,Intel Corp.,309.49%,MNST,Monster Beverage
452,-67.73%,VTR,Ventas Inc,-36.36%,GT,Goodyear Tire & Rubber,-55.39%,AN,AutoNation Inc,-37.00%,NDAQ,"Nasdaq, Inc.",-32.65%,CNP,CenterPoint Energy,-32.78%,ALXN,Alexion Pharmaceuticals,-7.63%,T,AT&T Inc,-49.25%,F,Ford Motor,19.47%,AMGN,Amgen Inc,30.07%,DXC,DXC Technology,-9.03%,SYY,Sysco Corp.,-27.61%,NFX,Newfield Exploration Co,-25.82%,HST,Host Hotels & Resorts,126.48%,TIF,Tiffany & Co.,27.42%,ESV,Ensco plc,117.89%,ZION,Zions Bancorp,110.31%,VRTX,Vertex Pharmaceuticals Inc,298.07%,ALK,Alaska Air Group Inc
453,-71.11%,WDC,Western Digital,-38.08%,CHK,Chesapeake Energy,-55.50%,MSI,Motorola Solutions Inc.,-37.16%,ATI,Allegheny Technologies,-32.98%,AKS,AK Steel Holding Corp.,-33.45%,GRA,W.R. Grace,-9.52%,WMT,Wal-Mart Stores,-50.51%,FITB,Fifth Third Bancorp,17.43%,HSY,The Hershey Company,27.30%,GRMN,Garmin Ltd.,-16.65%,UNH,United Health Group Inc.,-28.28%,CHK,Chesapeake Energy,-25.84%,STT,State Street Corp.,124.92%,DVA,DaVita,26.41%,CNX,Consol Energy,117.20%,WAT,Waters Corporation,110.09%,AIV,Apartment Investment & Management,292.59%,IDXX,IDEXX Laboratories
454,-77.06%,RHT,Red Hat Inc.,-39.35%,HAL,Halliburton Co.,-58.68%,CA,"CA, Inc.",-37.27%,VRTX,Vertex Pharmaceuticals Inc,-33.95%,WM,Waste Management Inc.,-34.99%,NTAP,NetApp,-9.56%,KO,Coca-Cola Company,-72.06%,IPG,Interpublic Group,16.39%,IBM,International Business Machines,25.85%,NTRS,Northern Trust Corp.,-18.66%,BBT,BB&T Corporation,-28.98%,HCA,HCA Holdings,-25.85%,ALL,Allstate Corp,123.62%,YUM,Yum! Brands Inc,24.18%,DF,Dean Foods,115.66%,MTB,M&T Bank Corp.,109.04%,GIS,General Mills,285.51%,WHR,Whirlpool Corp.
455,-77.15%,CCK,Crown Holdings,-39.42%,IDXX,IDEXX Laboratories,-58.74%,JNPR,Juniper Networks,-37.73%,AMT,American Tower Corp A,-34.74%,SCHW,Charles Schwab Corporation,-36.33%,T,AT&T Inc,-10.30%,DXC,DXC Technology,nan%,BHF,Brighthouse Financial Inc,12.91%,CCL,Carnival Corp.,21.39%,LRCX,Lam Research,-19.49%,COO,The Cooper Companies,-29.05%,ADSK,Autodesk Inc,-26.41%,CSCO,Cisco Systems,123.35%,CB,Chubb Corp,23.61%,AMD,Advanced Micro Devices,115.63%,LNC,Lincoln National,108.70%,TXT,Textron Inc.,284.92%,ITW,Illinois Tool Works
456,-81.36%,KMX,Carmax Inc,-43.74%,CLF,Cliffs Natural Resources,-59.18%,A,Agilent Technologies Inc,-37.75%,MCK,McKesson Corp.,-36.30%,ALGN,Align Technology,-37.47%,INTC,Intel Corp.,-12.66%,EXPE,Expedia Inc.,432.51%,DO,Diamond Offshore Drilling,11.99%,BMS,Bemis Company,20.76%,BBY,Best Buy Co. Inc.,-21.67%,IP,International Paper,-29.29%,JCP,J.C. Penney,-26.95%,LRCX,Lam Research,120.22%,ECL,Ecolab,22.25%,LUK,Leucadia National Corp.,115.16%,XEL,Xcel Energy Inc,107.45%,CRM,Salesforce.com,284.69%,SBAC,SBA Communications
457,-85.49%,AKAM,Akamai Technologies Inc,-45.50%,AMT,American Tower Corp A,-62.01%,CMS,CMS Energy,-39.31%,RRC,Range Resources Corp.,-36.31%,CPB,Campbell Soup,-38.06%,AMZN,Amazon.com Inc,-12.77%,KR,Kroger Co.,426.88%,HES,Hess Corporation,11.81%,COF,Capital One Financial,20.00%,KSS,Kohl's,-28.68%,PDCO,Patterson Companies,-29.46%,SEE,Sealed Air,-27.38%,GLW,Corning Inc.,119.61%,HP,Helmerich & Payne,21.95%,COTY,"Coty, Inc",113.90%,CMI,Cummins Inc.,106.32%,WMB,Williams Cos.,278.45%,GILD,Gilead Sciences
458,-98.42%,PCLN,Priceline.com Inc,-46.79%,IT,Gartner Inc,-64.58%,INCY,Incyte,-43.83%,JCP,J.C. Penney,-36.67%,WMB,Williams Cos.,-38.63%,HD,Home Depot,-14.11%,ADP,Automatic Data Processing,381.82%,WDC,Western Digital,11.55%,AJG,Arthur J. Gallagher & Co.,19.18%,LEG,Leggett & Platt,-35.07%,MCO,Moody's Corp,-30.92%,CCL,Carnival Corp.,-27.56%,PBCT,People's United Financial,115.13%,NSC,Norfolk Southern Corp.,21.35%,HLT,Hilton Worldwide,113.56%,HRS,Harris Corporation,105.53%,YUM,Yum! Brands Inc,272.86%,AMP,Ameriprise Financial
459,,,,-47.62%,PXD,Pioneer Natural Resources,-66.35%,XRX,Xerox Corp.,-43.86%,MAT,Mattel Inc.,-37.23%,THC,Tenet Healthcare,-38.83%,VZ,Verizon Communications,-16.64%,NTRS,Northern Trust Corp.,336.67%,MUR,Murphy Oil,11.33%,CMS,CMS Energy,18.06%,MAC,Macerich,-37.80%,MHK,Mohawk Industries,-31.53%,MET,MetLife Inc.,-28.24%,MSI,Motorola Solutions Inc.,114.83%,CNC,Centene Corporation,20.63%,NRG,NRG Energy,108.89%,SCG,SCANA Corp,104.26%,PLD,Prologis,264.69%,RMD,ResMed
460,,,,-48.25%,FCX,Freeport-McMoRan Inc.,-66.91%,RRC,Range Resources Corp.,-44.22%,HAL,Halliburton Co.,-37.76%,AMT,American Tower Corp A,-39.90%,SNPS,Synopsys Inc.,-16.65%,FITB,Fifth Third Bancorp,291.59%,ADS,Alliance Data Systems,10.62%,AEE,Ameren Corp,17.85%,UHS,"Universal Health Services, Inc.",-55.25%,JCI,Johnson Controls Inc,-31.57%,GLW,Corning Inc.,-28.59%,PRU,Prudential Financial,113.48%,VIAB,Viacom Inc.,15.08%,ALLE,Allegion,107.51%,PLD,Prologis,103.45%,EL,Estee Lauder Cos.,257.67%,SNA,Snap-On Inc.
461,,,,-48.45%,XRX,Xerox Corp.,-67.71%,ANDV,Andeavor,-44.26%,CPB,Campbell Soup,-37.78%,IT,Gartner Inc,-40.15%,MRK,Merck & Co.,-16.73%,WMB,Williams Cos.,270.67%,ALGN,Align Technology,9.75%,STT,State Street Corp.,16.27%,INTU,Intuit,-65.70%,FHN,First Horizon,-31.78%,EBAY,eBay,-29.63%,AMAT,Applied Materials Inc,113.17%,MTD,Mettler Toledo,12.42%,SHLD,Sears Holding Corporation,106.92%,LRCX,Lam Research,103.35%,EMN,Eastman Chemical,244.86%,ADSK,Autodesk Inc
462,,,,-50.16%,RRC,Range Resources Corp.,-70.65%,MOS,The Mosaic Company,-47.55%,CA,"CA, Inc.",-38.91%,CCE,Coca-Cola Enterprises,-40.86%,SCHW,Charles Schwab Corporation,-16.98%,BIIB,Biogen Inc.,262.21%,MAC,Macerich,9.52%,BIG,Big Lots Inc.,15.67%,AWK,American Water Works Company Inc,-73.44%,EA,Electronic Arts,-32.40%,NDAQ,"Nasdaq, Inc.",-30.34%,GE,General Electric,112.83%,FISV,Fiserv Inc,11.89%,PBCT,People's United Financial,106.60%,HIG,Hartford Financial Svc.Gp.,103.20%,STI,SunTrust Banks,243.91%,LLL,L-3 Communications Holdings
463,,,,-52.96%,HOLX,Hologic,-71.15%,CCI,Crown Castle International Corp.,-49.48%,RIG,Transocean,-39.91%,BIG,Big Lots Inc.,-41.59%,NYT,The New York Times Co.,-16.99%,BK,The Bank of New York Mellon Corp.,252.22%,PX,Praxair Inc.,9.04%,PLD,Prologis,13.55%,WIN,Windstream Holdings Inc,-78.71%,BSX,Boston Scientific,-32.68%,THC,Tenet Healthcare,-30.37%,FB,"Facebook, Inc.",102.33%,DTE,DTE Energy,10.68%,NBR,Nabors Industries,106.44%,AEE,Ameren Corp,101.97%,NSC,Norfolk Southern Corp.,242.59%,ULTA,Ulta Salon Cosmetics & Fragrance Inc
464,,,,-56.13%,HUM,Humana Inc.,-71.52%,CHK,Chesapeake Energy,-52.78%,DO,Diamond Offshore Drilling,-41.17%,T,AT&T Inc,-42.54%,DISH,Dish Network,-17.21%,ALGN,Align Technology,246.75%,BEN,Franklin Resources,8.53%,CMCSA,Comcast Corp.,13.36%,HST,Host Hotels & Resorts,nan%,BHF,Brighthouse Financial Inc,-32.97%,WHR,Whirlpool Corp.,-30.72%,MAS,Masco Corp.,96.22%,TMO,Thermo Fisher Scientific,10.53%,FE,FirstEnergy Corp,106.13%,INTC,Intel Corp.,101.05%,HIG,Hartford Financial Svc.Gp.,241.63%,NDAQ,"Nasdaq, Inc."
465,,,,-58.22%,NEM,Newmont Mining Corporation,-71.71%,ATI,Allegheny Technologies,-55.97%,KSU,Kansas City Southern,-42.02%,KR,Kroger Co.,-43.06%,AMAT,Applied Materials Inc,-17.96%,CSCO,Cisco Systems,245.70%,HP,Helmerich & Payne,7.41%,EMN,Eastman Chemical,13.04%,AVGO,Broadcom,212.73%,WDC,Western Digital,-33.13%,KIM,Kimco Realty,-30.80%,BK,The Bank of New York Mellon Corp.,95.37%,MMM,3M Company,10.34%,FLIR,FLIR Systems,104.89%,BSX,Boston Scientific,100.35%,APD,Air Products & Chemicals Inc,236.80%,DFS,Discover Financial Services
466,,,,-66.51%,MOS,The Mosaic Company,-72.97%,GLW,Corning Inc.,-57.63%,SBAC,SBA Communications,-42.08%,GPS,Gap Inc.,-43.41%,CMS,CMS Energy,-18.09%,CTAS,Cintas Corporation,214.29%,ARE,Alexandria Real Estate Equities Inc,5.07%,TIF,Tiffany & Co.,11.58%,DPS,Dr Pepper Snapple Group,195.11%,HP,Helmerich & Payne,-33.20%,MHK,Mohawk Industries,-30.93%,AIZ,Assurant Inc,95.00%,FOX,Twenty-First Century Fox Class B,8.16%,CFG,Citizens Financial Group,104.71%,SNPS,Synopsys Inc.,100.00%,CERN,Cerner,228.73%,PFG,Principal Financial Group
467,,,,-69.98%,ILMN,Illumina Inc,-74.02%,AES,AES Corp,-57.64%,WMB,Williams Cos.,-42.29%,AES,AES Corp,-43.74%,XLNX,Xilinx Inc,-19.53%,GPS,Gap Inc.,210.01%,MLM,Martin Marietta Materials,4.89%,PRU,Prudential Financial,10.70%,WMT,Wal-Mart Stores,191.42%,HES,Hess Corporation,-33.59%,VMC,Vulcan Materials,-32.18%,GS,Goldman Sachs Group,93.70%,AMT,American Tower Corp A,5.72%,GM,General Motors,102.79%,SRE,Sempra Energy,99.89%,CCE,Coca-Cola Enterprises,227.02%,AAPL,Apple Inc.
468,,,,-73.33%,ALGN,Align Technology,-74.93%,IT,Gartner Inc,-59.51%,AES,AES Corp,-42.94%,URI,"United Rentals, Inc.",-45.36%,MSI,Motorola Solutions Inc.,-23.19%,SCHW,Charles Schwab Corporation,209.23%,OKE,ONEOK,3.01%,INTC,Intel Corp.,7.93%,ALGN,Align Technology,175.32%,ATI,Allegheny Technologies,-34.38%,BK,The Bank of New York Mellon Corp.,-32.83%,KSS,Kohl's,93.51%,CVS,CVS Health,2.63%,VMC,Vulcan Materials,102.01%,ETN,Eaton Corporation,99.11%,MMI,Motorola Mobility,224.21%,MO,Altria Group Inc
469,,,,-73.94%,RHT,Red Hat Inc.,-77.53%,WDC,Western Digital,-59.65%,XRX,Xerox Corp.,-43.59%,AGN,"Allergan, Inc",-45.86%,CMCSA,Comcast Corp.,-23.64%,NTAP,NetApp,201.97%,PRU,Prudential Financial,2.00%,DXC,DXC Technology,7.46%,STX,Seagate Technology,145.79%,OKE,ONEOK,-34.53%,DWDP,DowDuPont,-33.14%,LUV,Southwest Airlines,91.91%,HCA,HCA Holdings,0.16%,DVN,Devon Energy,101.34%,CCL,Carnival Corp.,99.02%,T,AT&T Inc,222.72%,SYK,Stryker Corp.
470,,,,-77.90%,EQIX,Equinix,-78.31%,RHT,Red Hat Inc.,-67.14%,UNM,Unum Group,-43.78%,F,Ford Motor,-46.48%,DXC,DXC Technology,-23.66%,AIG,"American International Group, Inc.",200.22%,NSC,Norfolk Southern Corp.,1.41%,INTU,Intuit,7.25%,HSY,The Hershey Company,142.12%,PX,Praxair Inc.,-35.16%,AMAT,Applied Materials Inc,-34.08%,SLG,SL Green Realty,90.75%,MAA,Mid-America Apartments,-0.54%,NE,Noble Corp,100.34%,COF,Capital One Financial,98.40%,FOX,Twenty-First Century Fox Class B,217.53%,EW,Edwards Lifesciences
471,,,,-89.72%,GRA,W.R. Grace,-79.68%,AMT,American Tower Corp A,-67.41%,MOS,The Mosaic Company,-45.23%,A,Agilent Technologies Inc,-48.87%,MSFT,Microsoft Corp.,-27.30%,A,Agilent Technologies Inc,197.16%,NEE,NextEra Energy,0.78%,XRX,Xerox Corp.,7.12%,EXPE,Expedia Inc.,129.31%,DISCK,Discovery Communications,-36.45%,IGT,International Game Technology,-34.11%,VMC,Vulcan Materials,87.37%,IR,Ingersoll-Rand PLC,-1.01%,INFO,IHS Markit Ltd.,99.24%,UPS,United Parcel Service,96.64%,MAC,Macerich,215.63%,HON,Honeywell Int'l Inc.
472,,,,-92.84%,CCK,Crown Holdings,-82.00%,WMB,Williams Cos.,-67.66%,BIG,Big Lots Inc.,-45.61%,PWR,Quanta Services Inc.,-49.83%,FFIV,F5 Networks,-27.61%,ADI,"Analog Devices, Inc.",194.55%,KIM,Kimco Realty,0.76%,MCO,Moody's Corp,5.22%,UNH,United Health Group Inc.,126.61%,DO,Diamond Offshore Drilling,-36.66%,GE,General Electric,-35.99%,WU,Western Union Co,87.18%,VRSN,Verisign Inc.,-1.24%,OI,Owens-Illinois,98.20%,CCK,Crown Holdings,96.05%,MAA,Mid-America Apartments,213.49%,DIS,The Walt Disney Company
473,,,,-92.98%,PCLN,Priceline.com Inc,-83.02%,CCK,Crown Holdings,-67.73%,AKS,AK Steel Holding Corp.,-46.54%,INCY,Incyte,-50.04%,QCOM,QUALCOMM Inc.,-27.86%,CNP,CenterPoint Energy,193.25%,DHR,Danaher Corp.,-0.04%,HST,Host Hotels & Resorts,4.70%,AXP,American Express Co,124.04%,INTU,Intuit,-37.99%,JCI,Johnson Controls Inc,-35.99%,CHK,Chesapeake Energy,85.43%,DAL,Delta Air Lines,-2.90%,NWS,News Corp. Class B,97.71%,HOG,Harley-Davidson,95.75%,AVY,Avery Dennison Corp,194.46%,HBAN,Huntington Bancshares
474,,,,-95.91%,AKAM,Akamai Technologies Inc,-83.64%,ALGN,Align Technology,-67.78%,IT,Gartner Inc,-46.78%,MRK,Merck & Co.,-51.08%,THC,Tenet Healthcare,-28.00%,CDNS,Cadence Design Systems,188.16%,L,Loews Corp.,-1.60%,UPS,United Parcel Service,4.25%,AN,AutoNation Inc,114.47%,AOS,A.O. Smith,-38.36%,AVY,Avery Dennison Corp,-36.68%,NFX,Newfield Exploration Co,84.68%,DHI,D. R. Horton,-5.80%,SWN,Southwestern Energy,97.68%,TIF,Tiffany & Co.,94.72%,RCL,Royal Caribbean Cruises Ltd,191.73%,RJF,Raymond James Financial Inc.
475,,,,,,,-83.87%,GT,Goodyear Tire & Rubber,-68.66%,OI,Owens-Illinois,-49.85%,TWX,Time Warner Inc.,-53.28%,CTXS,Citrix Systems,-30.05%,SBAC,SBA Communications,179.64%,CVS,CVS Health,-2.32%,AGN,"Allergan, Inc",3.71%,SYMC,Symantec Corp.,113.55%,TIF,Tiffany & Co.,-38.64%,CDNS,Cadence Design Systems,-37.27%,AVY,Avery Dennison Corp,81.17%,EQR,Equity Residential,-11.60%,EXC,Exelon Corp.,96.53%,WLTW,Willis Towers Watson,93.88%,GRA,W.R. Grace,191.48%,FDX,FedEx Corporation
476,,,,,,,-85.64%,GRA,W.R. Grace,-69.60%,INCY,Incyte,-50.40%,CCK,Crown Holdings,-53.73%,BMY,Bristol-Myers Squibb,-30.23%,NYT,The New York Times Co.,171.71%,ECL,Ecolab,-4.41%,BBT,BB&T Corporation,2.97%,TIF,Tiffany & Co.,111.54%,HPQ,HP Inc.,-39.68%,ALL,Allstate Corp,-37.74%,SEE,Sealed Air,78.04%,UPS,United Parcel Service,-11.86%,APA,Apache Corporation,96.15%,GIS,General Mills,91.56%,CSX,CSX Corp.,187.74%,MCHP,Microchip Technology
477,,,,,,,-91.40%,ILMN,Illumina Inc,-74.68%,CMS,CMS Energy,-51.01%,RHT,Red Hat Inc.,-53.86%,GLW,Corning Inc.,-30.81%,LUV,Southwest Airlines,168.68%,BLL,Ball Corp,-5.89%,V,Visa Inc.,2.48%,NEM,Newmont Mining Corporation,111.09%,MAA,Mid-America Apartments,-40.48%,UAL,United Continental Holdings,-38.57%,MET,MetLife Inc.,77.90%,DHR,Danaher Corp.,-18.86%,C,Citigroup Inc.,95.86%,NLSN,Nielsen Holdings,90.62%,DUK,Duke Energy,186.41%,ROK,Rockwell Automation Inc.
478,,,,,,,-95.38%,SBAC,SBA Communications,-79.41%,CCK,Crown Holdings,-51.15%,MU,Micron Technology,-55.24%,AKS,AK Steel Holding Corp.,-31.09%,JCI,Johnson Controls Inc,166.27%,HPQ,HP Inc.,-8.23%,WLTW,Willis Towers Watson,2.01%,MRK,Merck & Co.,101.07%,MUR,Murphy Oil,-40.71%,GM,General Motors,-38.74%,EXC,Exelon Corp.,77.76%,COF,Capital One Financial,-22.79%,SVU,Supervalu Inc.,93.47%,JNJ,Johnson & Johnson,89.72%,HCN,Welltower Inc.,185.50%,KEY,KeyCorp
479,,,,,,,-98.07%,PCLN,Priceline.com Inc,-82.00%,ILMN,Illumina Inc,-52.08%,BMY,Bristol-Myers Squibb,-56.42%,ORCL,Oracle Corp.,-31.37%,IVZ,Invesco Ltd.,139.59%,MAA,Mid-America Apartments,-8.87%,DHI,D. R. Horton,-0.82%,PLD,Prologis,96.53%,NSC,Norfolk Southern Corp.,-40.72%,JBL,Jabil Circuit,-39.33%,CMA,Comerica Inc.,77.03%,ORCL,Oracle Corp.,-24.21%,DNR,Denbury Resources,92.29%,PRU,Prudential Financial,87.90%,KSU,Kansas City Southern,185.07%,UNM,Unum Group
480,,,,,,,-98.64%,EQIX,Equinix,-85.26%,GT,Goodyear Tire & Rubber,-53.58%,CDNS,Cadence Design Systems,-56.94%,A,Agilent Technologies Inc,-31.48%,INTC,Intel Corp.,122.71%,PNR,Pentair Ltd.,-10.10%,MSFT,Microsoft Corp.,-1.00%,TSN,Tyson Foods,95.95%,ACN,Accenture plc,-41.92%,RCL,Royal Caribbean Cruises Ltd,-39.43%,GT,Goodyear Tire & Rubber,72.16%,BEN,Franklin Resources,-24.71%,X,United States Steel Corporation,89.12%,SCHW,Charles Schwab Corporation,87.84%,STT,State Street Corp.,182.61%,ADP,Automatic Data Processing
481,,,,,,,-98.81%,AKAM,Akamai Technologies Inc,-87.97%,GRA,W.R. Grace,-58.24%,MCK,McKesson Corp.,-57.65%,AES,AES Corp,-31.58%,TWX,Time Warner Inc.,112.47%,TAP,Molson Coors Brewing Company,-12.56%,SYY,Sysco Corp.,-2.97%,USB,U.S. Bancorp,89.56%,EQR,Equity Residential,-42.10%,PBI,Pitney Bowes Inc,-40.86%,CBG,CBRE Group,70.83%,CBOE,CBOE Holdings,-32.39%,AKS,AK Steel Holding Corp.,88.85%,WMB,Williams Cos.,87.65%,HOG,Harley-Davidson,182.20%,HRL,Hormel Foods Corp.
482,,,,,,,,,,-92.59%,AKAM,Akamai Technologies Inc,-64.81%,IPG,Interpublic Group,-58.85%,CA,"CA, Inc.",-33.18%,PWR,Quanta Services Inc.,104.05%,WAT,Waters Corporation,-13.91%,UHS,"Universal Health Services, Inc.",-3.83%,WU,Western Union Co,87.52%,MLM,Martin Marietta Materials,-42.10%,PFG,Principal Financial Group,-41.39%,DF,Dean Foods,70.38%,PKI,PerkinElmer,-53.61%,AVP,Avon Products,88.71%,NSC,Norfolk Southern Corp.,86.99%,GWW,Grainger (W.W.) Inc.,181.52%,GLW,Corning Inc.
483,,,,,,,,,,-93.28%,EQIX,Equinix,-64.87%,UNM,Unum Group,-59.83%,S,Sprint Nextel Corp.,-33.67%,EQIX,Equinix,103.21%,K,Kellogg Co.,-14.27%,PDCO,Patterson Companies,-4.33%,PGR,Progressive Corp.,81.77%,ALGN,Align Technology,-42.24%,XRX,Xerox Corp.,-41.90%,KIM,Kimco Realty,69.09%,HCN,Welltower Inc.,-63.74%,JCP,J.C. Penney,86.87%,AXP,American Express Co,86.58%,IGT,International Game Technology,176.77%,PAYX,Paychex Inc.
484,,,,,,,,,,-96.40%,PCLN,Priceline.com Inc,-64.95%,KSU,Kansas City Southern,-60.32%,GPS,Gap Inc.,-34.39%,ALXN,Alexion Pharmaceuticals,102.06%,AOS,A.O. Smith,-14.61%,WIN,Windstream Holdings Inc,-5.24%,RRD,R.R. Donnelley,78.35%,SJM,JM Smucker,-42.46%,MCO,Moody's Corp,-42.65%,PHM,Pulte Homes Inc.,67.83%,PGR,Progressive Corp.,nan%,BHF,Brighthouse Financial Inc,84.70%,COL,Rockwell Collins,85.06%,HP,Helmerich & Payne,171.41%,BAX,Baxter International Inc.
485,,,,,,,,,,,,,-66.00%,GT,Goodyear Tire & Rubber,-60.65%,JNPR,Juniper Networks,-34.92%,LLY,Lilly (Eli) & Co.,94.37%,SCG,SCANA Corp,-16.31%,DISCK,Discovery Communications,-5.38%,NI,NiSource Inc.,76.95%,BEN,Franklin Resources,-42.88%,RRD,R.R. Donnelley,-42.68%,GGP,General Growth Properties Inc.,67.13%,RRC,Range Resources Corp.,566.63%,AVGO,Broadcom,83.95%,DUK,Duke Energy,84.99%,ARE,Alexandria Real Estate Equities Inc,167.98%,SWK,Stanley Black & Decker
486,,,,,,,,,,,,,-69.32%,XRX,Xerox Corp.,-61.66%,ALGN,Align Technology,-35.01%,ORCL,Oracle Corp.,83.84%,CI,CIGNA Corp.,-16.53%,TSN,Tyson Foods,-7.16%,MCO,Moody's Corp,76.05%,AVGO,Broadcom,-43.12%,BBY,Best Buy Co. Inc.,-42.71%,DAL,Delta Air Lines,66.15%,PX,Praxair Inc.,538.97%,ALGN,Align Technology,83.08%,CSX,CSX Corp.,84.77%,DVA,DaVita,166.59%,AIZ,Assurant Inc
487,,,,,,,,,,,,,-72.57%,CMS,CMS Energy,-64.00%,ILMN,Illumina Inc,-35.97%,PFE,Pfizer Inc.,80.63%,SCHW,Charles Schwab Corporation,-17.69%,MTB,M&T Bank Corp.,-8.45%,AMGN,Amgen Inc,73.24%,L,Loews Corp.,-43.26%,FII,Federated Investors,-42.87%,BHGE,"Baker Hughes, a GE Company",65.49%,MAR,Marriott Int'l.,528.07%,AOS,A.O. Smith,82.99%,PVH,PVH Corp.,83.97%,NTRS,Northern Trust Corp.,161.66%,AME,AMETEK Inc
488,,,,,,,,,,,,,-75.80%,ILMN,Illumina Inc,-65.93%,MU,Micron Technology,-36.40%,TXN,Texas Instruments,78.99%,LNT,Alliant Energy Corp,-17.73%,LEG,Leggett & Platt,-8.97%,CCL,Carnival Corp.,69.97%,NEE,NextEra Energy,-43.41%,X,United States Steel Corporation,-43.35%,CME,CME Group Inc.,65.35%,LNT,Alliant Energy Corp,515.13%,CI,CIGNA Corp.,81.82%,MRK,Merck & Co.,83.62%,FHN,First Horizon,159.29%,LSI,LSI Corporation
489,,,,,,,,,,,,,-89.82%,EQIX,Equinix,-67.14%,F,Ford Motor,-37.25%,CMS,CMS Energy,75.20%,JNPR,Juniper Networks,-19.30%,TWX,Time Warner Inc.,-9.34%,AJG,Arthur J. Gallagher & Co.,66.08%,WAT,Waters Corporation,-45.75%,CMA,Comerica Inc.,-43.71%,GHC,Graham Holdings,64.05%,CI,CIGNA Corp.,514.76%,ADS,Alliance Data Systems,81.81%,CTXS,Citrix Systems,83.41%,ZION,Zions Bancorp,158.89%,AIG,"American International Group, Inc."
490,,,,,,,,,,,,,-91.03%,AKAM,Akamai Technologies Inc,-68.04%,CSCO,Cisco Systems,-37.64%,MMC,Marsh & McLennan,75.20%,MAR,Marriott Int'l.,-19.74%,SNPS,Synopsys Inc.,-10.17%,STT,State Street Corp.,65.90%,DHR,Danaher Corp.,-46.88%,GHC,Graham Holdings,-44.48%,TXT,Textron Inc.,60.93%,XEL,Xcel Energy Inc,511.44%,AN,AutoNation Inc,79.14%,BMS,Bemis Company,80.98%,FAST,Fastenal Co,157.60%,VFC,V.F. Corp.
491,,,,,,,,,,,,,-92.14%,LVLT,Level 3 Communications,-68.26%,KSU,Kansas City Southern,-37.91%,WAT,Waters Corporation,73.44%,EQR,Equity Residential,-19.86%,MAC,Macerich,-10.41%,AGN,"Allergan, Inc",65.01%,LNT,Alliant Energy Corp,-47.35%,LUV,Southwest Airlines,-45.14%,PFG,Principal Financial Group,58.84%,A,Agilent Technologies Inc,426.89%,CNC,Centene Corporation,78.27%,SYY,Sysco Corp.,80.65%,NLSN,Nielsen Holdings,150.38%,SYMC,Symantec Corp.
492,,,,,,,,,,,,,-95.26%,PCLN,Priceline.com Inc,-74.19%,RHT,Red Hat Inc.,-39.36%,MRK,Merck & Co.,70.36%,PGR,Progressive Corp.,-21.34%,AN,AutoNation Inc,-11.54%,UPS,United Parcel Service,64.40%,DUK,Duke Energy,-47.48%,MSI,Motorola Solutions Inc.,-45.14%,FTR,Frontier Communications,57.62%,LUV,Southwest Airlines,406.07%,TIF,Tiffany & Co.,77.59%,PDCO,Patterson Companies,80.60%,Q,Qwest Communications,148.18%,TJX,TJX Companies Inc.
493,,,,,,,,,,,,,,,,-76.89%,TWX,Time Warner Inc.,-40.72%,VRTX,Vertex Pharmaceuticals Inc,68.29%,WLTW,Willis Towers Watson,-23.06%,RRD,R.R. Donnelley,-12.55%,PDCO,Patterson Companies,63.24%,BLL,Ball Corp,-47.50%,COF,Capital One Financial,-46.07%,UAL,United Continental Holdings,56.78%,NEE,NextEra Energy,383.65%,OKE,ONEOK,74.82%,BBT,BB&T Corporation,78.68%,CMA,Comerica Inc.,146.66%,WFC,Wells Fargo
494,,,,,,,,,,,,,,,,-77.92%,TER,Teradyne,-41.34%,AGN,"Allergan, Inc",66.34%,SJM,JM Smucker,-24.55%,MHK,Mohawk Industries,-12.62%,SYY,Sysco Corp.,61.40%,CVS,CVS Health,-48.15%,DRE,Duke Realty Corp,-47.89%,RIG,Transocean,56.57%,KLAC,KLA-Tencor Corp.,382.33%,LKQ,LKQ Corporation,73.30%,TGT,Target Corp.,77.94%,BXP,Boston Properties,144.25%,NYT,The New York Times Co.
