,1995-2000,ticker,company,1996-2001,ticker,company,1997-2002,ticker,company,1998-2003,ticker,company,1999-2004,ticker,company,2000-2005,ticker,company,2001-2006,ticker,company,2002-2007,ticker,company,2003-2008,ticker,company,2004-2009,ticker,company,2005-2010,ticker,company,2006-2011,ticker,company,2007-2012,ticker,company,2008-2013,ticker,company,2009-2014,ticker,company,2010-2015,ticker,company,2011-2016,ticker,company,2012-2017,ticker,company,2013-2018,ticker,company
30,738.11%,OMC,Omnicom Group,587.17%,LVLT,Level 3 Communications,357.45%,SYMC,Symantec Corp.,209.51%,BLL,Ball Corp,265.19%,EXPD,Expeditors International,394.48%,CNC,Centene Corporation,404.33%,ENDP,Endo International plc,393.72%,AYI,Acuity Brands Inc,487.66%,BLK,BlackRock,170.98%,AMT,American Tower Corp A,203.73%,AMZN,Amazon.com Inc,189.28%,CTSH,Cognizant Technology Solutions,165.94%,MCD,McDonald's Corp.,170.29%,DFS,Discover Financial Services,538.56%,DISCA,Discovery Communications,340.22%,PPG,PPG Industries,269.44%,NOC,Northrop Grumman Corp.,179.80%,TXN,Texas Instruments,297.54%,RCL,Royal Caribbean Cruises Ltd
31,735.96%,ADI,"Analog Devices, Inc.",549.87%,GLW,Corning Inc.,355.88%,ORLY,O'Reilly Automotive,202.63%,IGT,International Game Technology,264.91%,PXD,Pioneer Natural Resources,388.50%,SRCL,Stericycle Inc,395.52%,MAC,Macerich,391.57%,VTR,Ventas Inc,478.00%,AKS,AK Steel Holding Corp.,170.47%,COG,Cabot Oil & Gas,200.56%,COG,Cabot Oil & Gas,181.06%,CSX,CSX Corp.,160.39%,NFLX,Netflix Inc.,168.41%,HD,Home Depot,535.64%,WYNN,Wynn Resorts,338.02%,DAL,Delta Air Lines,259.76%,ROST,Ross Stores,178.87%,WBA,Walgreens Boots Alliance,281.69%,CI,CIGNA Corp.
32,724.89%,AMGN,Amgen Inc,536.33%,NTRS,Northern Trust Corp.,354.40%,JBL,Jabil Circuit,191.06%,CHRW,C. H. Robinson Worldwide,264.17%,FL,Foot Locker Inc,387.47%,PCAR,PACCAR Inc.,392.22%,DHI,D. R. Horton,379.91%,PVH,PVH Corp.,463.87%,CTSH,Cognizant Technology Solutions,169.61%,FMC,FMC Corporation,186.11%,ICE,Intercontinental Exchange,176.16%,DISCA,Discovery Communications,159.24%,ANSS,ANSYS,168.14%,CRM,Salesforce.com,526.29%,DISCK,Discovery Communications,335.68%,GILD,Gilead Sciences,254.03%,CTAS,Cintas Corporation,167.45%,ICE,Intercontinental Exchange,279.72%,HUM,Humana Inc.
33,712.78%,C,Citigroup Inc.,509.21%,TJX,TJX Companies Inc.,350.70%,LEN,Lennar Corp.,190.42%,ORCL,Oracle Corp.,260.91%,ANSS,ANSYS,380.03%,VLO,Valero Energy,375.77%,MCO,Moody's Corp,378.07%,ISRG,Intuitive Surgical Inc.,455.07%,FTI,TechnipFMC,161.48%,NDAQ,"Nasdaq, Inc.",179.23%,EOG,EOG Resources,176.13%,SRCL,Stericycle Inc,159.17%,HP,Helmerich & Payne,162.07%,IT,Gartner Inc,516.11%,DFS,Discover Financial Services,327.15%,PRGO,Perrigo,250.07%,LSI,LSI Corporation,164.02%,SBUX,Starbucks Corp.,279.29%,ILMN,Illumina Inc
34,703.04%,TER,Teradyne,495.64%,ADI,"Analog Devices, Inc.",346.33%,AMAT,Applied Materials Inc,189.99%,PDCO,Patterson Companies,258.16%,DHI,D. R. Horton,377.74%,HOLX,Hologic,372.90%,DVA,DaVita,372.81%,FRT,Federal Realty Investment Trust,441.29%,GILD,Gilead Sciences,153.05%,ATVI,Activision Blizzard,171.12%,ANSS,ANSYS,171.86%,MTD,Mettler Toledo,154.39%,ESRX,Express Scripts,158.44%,FAST,Fastenal Co,504.18%,COG,Cabot Oil & Gas,326.28%,M,Macy's Inc.,247.71%,TSS,Total System Services,161.88%,TSS,Total System Services,276.37%,TSS,Total System Services
35,700.33%,PAYX,Paychex Inc.,485.71%,XLNX,Xilinx Inc,335.64%,TGT,Target Corp.,180.59%,JEC,Jacobs Engineering Group,257.46%,TIF,Tiffany & Co.,372.93%,COO,The Cooper Companies,366.81%,AET,Aetna Inc,370.63%,NUE,Nucor Corp.,431.37%,ALXN,Alexion Pharmaceuticals,137.69%,DVN,Devon Energy,162.54%,REGN,Regeneron,170.07%,DLR,Digital Realty,150.08%,UNP,Union Pacific,156.80%,GRA,W.R. Grace,496.70%,KMX,Carmax Inc,310.61%,HD,Home Depot,242.89%,HUM,Humana Inc.,159.50%,MGM,MGM Resorts International,274.07%,HPQ,HP Inc.
36,697.33%,AES,AES Corp,478.90%,STT,State Street Corp.,334.65%,PDCO,Patterson Companies,178.94%,BLK,BlackRock,253.72%,MUR,Murphy Oil,372.73%,BLL,Ball Corp,359.37%,SUN,Sunoco Inc.,369.13%,HUM,Humana Inc.,431.10%,FFIV,F5 Networks,132.30%,GRA,W.R. Grace,160.50%,PWR,Quanta Services Inc.,166.13%,HAS,Hasbro Inc.,149.34%,INCY,Incyte,154.99%,VFC,V.F. Corp.,487.43%,S,Sprint Nextel Corp.,309.73%,AYI,Acuity Brands Inc,240.96%,NI,NiSource Inc.,154.41%,BK,The Bank of New York Mellon Corp.,272.44%,CME,CME Group Inc.
37,692.74%,EBAY,eBay,476.43%,WBA,Walgreens Boots Alliance,331.91%,APH,Amphenol Corp,178.62%,ANSS,ANSYS,247.52%,ETN,Eaton Corporation,365.78%,ADSK,Autodesk Inc,358.55%,CNC,Centene Corporation,361.17%,CHK,Chesapeake Energy,430.96%,CHK,Chesapeake Energy,129.86%,OI,Owens-Illinois,156.96%,HPQ,HP Inc.,164.78%,MCD,McDonald's Corp.,148.45%,DISCA,Discovery Communications,154.13%,RHT,Red Hat Inc.,479.87%,CERN,Cerner,301.19%,LYB,LyondellBasell,240.88%,HRL,Hormel Foods Corp.,151.45%,AON,Aon plc,270.62%,TXN,Texas Instruments
38,676.74%,RMD,ResMed,469.85%,HOG,Harley-Davidson,328.00%,LUV,Southwest Airlines,178.52%,SYY,Sysco Corp.,244.94%,PHM,Pulte Homes Inc.,364.69%,CTSH,Cognizant Technology Solutions,354.33%,RHT,Red Hat Inc.,358.92%,GOOGL,Alphabet Inc Class A,413.11%,FLIR,FLIR Systems,128.45%,NBL,Noble Energy Inc,156.39%,NOV,National Oilwell Varco Inc.,163.05%,ANSS,ANSYS,148.37%,ORLY,O'Reilly Automotive,153.51%,AN,AutoNation Inc,459.14%,CTSH,Cognizant Technology Solutions,298.21%,TJX,TJX Companies Inc.,238.50%,TJX,TJX Companies Inc.,145.81%,GHC,Graham Holdings,268.58%,AVY,Avery Dennison Corp
39,666.39%,FFIV,F5 Networks,463.63%,MNST,Monster Beverage,324.31%,XLNX,Xilinx Inc,177.74%,SLM,SLM Corporation,239.81%,EA,Electronic Arts,359.98%,BLK,BlackRock,341.14%,JWN,Nordstrom,358.92%,GOOG,Alphabet Inc Class C,412.37%,VTR,Ventas Inc,123.04%,SRCL,Stericycle Inc,153.96%,APH,Amphenol Corp,162.00%,FLIR,FLIR Systems,143.85%,RRC,Range Resources Corp.,153.10%,GWW,Grainger (W.W.) Inc.,458.94%,M,Macy's Inc.,291.67%,AZO,AutoZone Inc,236.81%,EFX,Equifax Inc.,144.96%,IFF,Intl Flavors & Fragrances,267.02%,MAR,Marriott Int'l.
40,633.37%,KSU,Kansas City Southern,450.23%,LM,Legg Mason,315.19%,AMGN,Amgen Inc,175.27%,MCHP,Microchip Technology,236.99%,ADBE,Adobe Systems Inc,355.00%,AET,Aetna Inc,330.16%,FRT,Federal Realty Investment Trust,343.95%,SPG,Simon Property Group Inc,409.68%,MGM,MGM Resorts International,118.60%,NOV,National Oilwell Varco Inc.,147.33%,GILD,Gilead Sciences,158.75%,EL,Estee Lauder Cos.,143.41%,NOV,National Oilwell Varco Inc.,152.51%,DISCA,Discovery Communications,456.72%,HBI,Hanesbrands Inc,291.30%,DISH,Dish Network,231.81%,HRB,Block H&R,144.68%,TEL,TE Connectivity Ltd.,266.18%,SCHW,Charles Schwab Corporation
41,628.71%,KSS,Kohl's,450.00%,VRTX,Vertex Pharmaceuticals Inc,314.33%,DRI,Darden Restaurants,174.59%,FOSL,Fossil Group,235.19%,DNB,Dun & Bradstreet,347.92%,SBR,Sabre Holdings,329.40%,ODP,Office Depot Inc.,342.90%,ADSK,Autodesk Inc,399.07%,COG,Cabot Oil & Gas,115.47%,FTI,TechnipFMC,141.04%,PRGO,Perrigo,155.19%,IT,Gartner Inc,143.31%,OKE,ONEOK,150.01%,COG,Cabot Oil & Gas,450.49%,SBAC,SBA Communications,289.83%,PKG,Packaging Corporation of America,231.81%,SNA,Snap-On Inc.,143.91%,CDNS,Cadence Design Systems,262.12%,MSFT,Microsoft Corp.
42,613.25%,ROST,Ross Stores,437.73%,NBR,Nabors Industries,311.32%,CMCSA,Comcast Corp.,172.71%,TIF,Tiffany & Co.,234.51%,EQT,EQT Corporation,344.78%,ATVI,Activision Blizzard,328.80%,DNR,Denbury Resources,326.46%,MAC,Macerich,394.90%,NDAQ,"Nasdaq, Inc.",115.45%,BCR,Bard (C.R.) Inc.,140.13%,NBL,Noble Energy Inc,152.26%,ORCL,Oracle Corp.,142.17%,MOS,The Mosaic Company,149.34%,RL,Polo Ralph Lauren Corp.,449.50%,AMP,Ameriprise Financial,287.19%,AAPL,Apple Inc.,231.79%,LOW,Lowe's Cos.,141.86%,HUM,Humana Inc.,249.13%,BCR,Bard (C.R.) Inc.
43,611.50%,USB,U.S. Bancorp,434.25%,COO,The Cooper Companies,311.01%,OMC,Omnicom Group,163.25%,EA,Electronic Arts,233.91%,SWN,Southwestern Energy,341.81%,MAC,Macerich,322.61%,UNH,United Health Group Inc.,324.41%,X,United States Steel Corporation,391.33%,APH,Amphenol Corp,115.02%,XOM,Exxon Mobil Corp.,140.13%,SRCL,Stericycle Inc,152.19%,MNST,Monster Beverage,141.10%,TJX,TJX Companies Inc.,148.95%,WYN,Wyndham Worldwide,448.76%,GNW,Genworth Financial,282.13%,SBUX,Starbucks Corp.,231.14%,ATVI,Activision Blizzard,139.64%,BLK,BlackRock,241.95%,PKG,Packaging Corporation of America
44,608.74%,COST,Costco Wholesale Corp.,433.03%,TGT,Target Corp.,309.18%,IVZ,Invesco Ltd.,162.61%,WMT,Wal-Mart Stores,230.24%,AJG,Arthur J. Gallagher & Co.,323.47%,ETN,Eaton Corporation,321.61%,SPG,Simon Property Group Inc,315.32%,OXY,Occidental Petroleum,390.45%,ICE,Intercontinental Exchange,114.71%,PRGO,Perrigo,139.84%,FMC,FMC Corporation,150.68%,UNP,Union Pacific,136.15%,KSU,Kansas City Southern,147.93%,URI,"United Rentals, Inc.",448.44%,PKG,Packaging Corporation of America,279.12%,LUV,Southwest Airlines,229.70%,SHW,Sherwin-Williams,136.02%,DF,Dean Foods,240.17%,VRTX,Vertex Pharmaceuticals Inc
45,608.69%,ZION,Zions Bancorp,425.75%,TIF,Tiffany & Co.,307.43%,INTU,Intuit,159.60%,MHK,Mohawk Industries,226.51%,NFLX,Netflix Inc.,315.48%,EOG,EOG Resources,321.60%,WYNN,Wynn Resorts,305.55%,BXP,Boston Properties,390.42%,AMZN,Amazon.com Inc,113.06%,NRG,NRG Energy,137.86%,NVDA,Nvidia Corporation,150.08%,BIG,Big Lots Inc.,135.98%,AGN,"Allergan, Inc",145.82%,KSU,Kansas City Southern,420.43%,VFC,V.F. Corp.,277.70%,AMP,Ameriprise Financial,225.55%,TSN,Tyson Foods,nan%,TEG,Integrys Energy Group Inc.,229.48%,SPGI,"S&P Global, Inc."
46,600.83%,WAT,Waters Corporation,424.84%,C,Citigroup Inc.,300.50%,EA,Electronic Arts,159.20%,SIG,Signet Jewelers,222.55%,DNR,Denbury Resources,312.13%,RE,Everest Re,317.13%,SYMC,Symantec Corp.,301.38%,PCAR,PACCAR Inc.,383.56%,NFLX,Netflix Inc.,112.46%,PSA,Public Storage,134.84%,AMT,American Tower Corp A,148.99%,ESRX,Express Scripts,135.63%,DISCK,Discovery Communications,145.02%,COO,The Cooper Companies,419.53%,BWA,BorgWarner,276.29%,GRA,W.R. Grace,225.36%,ABC,AmerisourceBergen Corp,834.73%,AAL,American Airlines Group,229.28%,DHR,Danaher Corp.
47,594.41%,HD,Home Depot,419.51%,COST,Costco Wholesale Corp.,295.30%,MNST,Monster Beverage,152.91%,DNB,Dun & Bradstreet,221.38%,EBAY,eBay,311.96%,DNB,Dun & Bradstreet,313.45%,GOOGL,Alphabet Inc Class A,297.30%,MGM,MGM Resorts International,380.93%,TROW,T. Rowe Price Group,111.92%,CCK,Crown Holdings,134.62%,CCI,Crown Castle International Corp.,148.44%,WYNN,Wynn Resorts,135.19%,PXD,Pioneer Natural Resources,138.82%,SWKS,Skyworks Solutions,419.17%,JWN,Nordstrom,263.04%,FBHS,Fortune Brands Home & Security,224.29%,DISH,Dish Network,358.56%,SWKS,Skyworks Solutions,228.74%,FISV,Fiserv Inc
48,584.72%,WMT,Wal-Mart Stores,408.19%,AFL,AFLAC Inc,294.21%,SYK,Stryker Corp.,151.85%,EXC,Exelon Corp.,218.63%,GPN,Global Payments Inc,308.91%,EQT,EQT Corporation,313.45%,GOOG,Alphabet Inc Class C,295.19%,GILD,Gilead Sciences,377.65%,PCAR,PACCAR Inc.,110.04%,ICE,Intercontinental Exchange,132.93%,TDG,TransDigm Group,146.86%,FCX,Freeport-McMoRan Inc.,134.66%,FMC,FMC Corporation,138.61%,MNST,Monster Beverage,417.37%,AMG,Affiliated Managers Group Inc,262.68%,LEN,Lennar Corp.,219.21%,VFC,V.F. Corp.,302.17%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,227.31%,ABBV,AbbVie Inc.
49,575.75%,TGT,Target Corp.,405.47%,BK,The Bank of New York Mellon Corp.,288.65%,FISV,Fiserv Inc,149.85%,DRI,Darden Restaurants,213.98%,FLIR,FLIR Systems,307.18%,PDCO,Patterson Companies,300.31%,CELG,Celgene Corp.,293.66%,AMT,American Tower Corp A,355.90%,EOG,EOG Resources,109.63%,AON,Aon plc,131.46%,RHT,Red Hat Inc.,143.33%,BWA,BorgWarner,131.66%,DLR,Digital Realty,134.79%,MAT,Mattel Inc.,415.52%,SWKS,Skyworks Solutions,259.01%,SNA,Snap-On Inc.,219.10%,PCLN,Priceline.com Inc,nan%,APOL,Apollo Group Inc.,227.30%,HD,Home Depot
50,565.79%,GE,General Electric,403.45%,SBR,Sabre Holdings,279.18%,IGT,International Game Technology,143.95%,AFL,AFLAC Inc,211.48%,SYK,Stryker Corp.,305.27%,SLM,SLM Corporation,299.63%,AN,AutoNation Inc,287.93%,COG,Cabot Oil & Gas,350.29%,NRG,NRG Energy,103.71%,ADM,Archer-Daniels-Midland Co,128.13%,CHRW,C. H. Robinson Worldwide,139.43%,APH,Amphenol Corp,130.49%,SBR,Sabre Holdings,133.00%,LEN,Lennar Corp.,414.72%,PPG,PPG Industries,253.35%,VLO,Valero Energy,218.86%,URI,"United Rentals, Inc.",568.91%,INCY,Incyte,226.24%,V,Visa Inc.
51,547.50%,AN,AutoNation Inc,400.84%,UHS,"Universal Health Services, Inc.",279.09%,PKI,PerkinElmer,143.62%,AZO,AutoZone Inc,207.41%,NBR,Nabors Industries,303.58%,HCN,Welltower Inc.,297.42%,PHM,Pulte Homes Inc.,284.96%,VNO,Vornado Realty Trust,333.77%,SUN,Sunoco Inc.,103.17%,CERN,Cerner,122.56%,MCD,McDonald's Corp.,134.00%,CHRW,C. H. Robinson Worldwide,129.26%,GRA,W.R. Grace,132.38%,PSA,Public Storage,404.61%,ALK,Alaska Air Group Inc,251.46%,ENDP,Endo International plc,214.28%,NKE,Nike,550.52%,REGN,Regeneron,225.88%,MTD,Mettler Toledo
52,543.22%,NTRS,Northern Trust Corp.,396.12%,DLTR,Dollar Tree,275.29%,DHI,D. R. Horton,142.82%,ADBE,Adobe Systems Inc,206.27%,OXY,Occidental Petroleum,300.23%,MCO,Moody's Corp,292.34%,LEN,Lennar Corp.,282.66%,BLK,BlackRock,314.39%,GT,Goodyear Tire & Rubber,99.62%,CVX,Chevron Corp.,117.45%,FFIV,F5 Networks,133.96%,CTXS,Citrix Systems,126.31%,CTXS,Citrix Systems,131.42%,MA,Mastercard Inc.,391.92%,VIAB,Viacom Inc.,250.84%,APTV,Aptiv Plc,213.68%,RTN,Raytheon Co.,401.44%,ALK,Alaska Air Group Inc,225.31%,HRS,Harris Corporation
53,543.20%,BBY,Best Buy Co. Inc.,393.71%,MDT,Medtronic plc,274.18%,MHK,Mohawk Industries,141.48%,LEN,Lennar Corp.,205.78%,MCHP,Microchip Technology,297.20%,GPN,Global Payments Inc,290.17%,ANTM,Anthem Inc.,281.68%,ROK,Rockwell Automation Inc.,312.53%,JWN,Nordstrom,95.20%,VLO,Valero Energy,115.66%,DNR,Denbury Resources,132.63%,AYI,Acuity Brands Inc,123.42%,SWKS,Skyworks Solutions,130.78%,OKE,ONEOK,386.60%,IR,Ingersoll-Rand PLC,249.93%,GGP,General Growth Properties Inc.,210.79%,MPC,Marathon Petroleum,316.99%,WHR,Whirlpool Corp.,224.91%,CSX,CSX Corp.
54,533.39%,CMCSA,Comcast Corp.,388.40%,PKI,PerkinElmer,271.56%,SBR,Sabre Holdings,141.03%,ROST,Ross Stores,204.55%,CHRW,C. H. Robinson Worldwide,295.15%,PXD,Pioneer Natural Resources,284.51%,NUE,Nucor Corp.,274.65%,FTI,TechnipFMC,311.62%,COP,ConocoPhillips,94.55%,EXC,Exelon Corp.,114.17%,CTSH,Cognizant Technology Solutions,130.06%,YUM,Yum! Brands Inc,123.09%,BIIB,Biogen Inc.,130.08%,FBHS,Fortune Brands Home & Security,385.66%,PRGO,Perrigo,246.22%,MCK,McKesson Corp.,210.56%,TRIP,TripAdvisor,314.75%,HBI,Hanesbrands Inc,223.17%,ICE,Intercontinental Exchange
55,518.19%,S,Sprint Nextel Corp.,384.94%,LUV,Southwest Airlines,261.15%,LM,Legg Mason,135.23%,PHM,Pulte Homes Inc.,195.24%,GGP,General Growth Properties Inc.,294.82%,AME,AMETEK Inc,282.06%,MUR,Murphy Oil,271.86%,SBUX,Starbucks Corp.,309.20%,APA,Apache Corporation,94.55%,YUM,Yum! Brands Inc,111.15%,APA,Apache Corporation,126.77%,ROST,Ross Stores,121.98%,YUM,Yum! Brands Inc,126.48%,PPG,PPG Industries,385.62%,FTI,TechnipFMC,245.97%,RCL,Royal Caribbean Cruises Ltd,210.55%,DFS,Discover Financial Services,308.48%,VLO,Valero Energy,219.69%,CDNS,Cadence Design Systems
56,516.45%,BK,The Bank of New York Mellon Corp.,383.78%,BBBY,Bed Bath & Beyond,258.95%,MS,Morgan Stanley,135.18%,FLIR,FLIR Systems,194.21%,PDCO,Patterson Companies,293.26%,FL,Foot Locker Inc,281.08%,ROK,Rockwell Automation Inc.,268.50%,JBHT,J. B. Hunt Transport Services,308.62%,ANF,Abercrombie & Fitch,94.43%,VTR,Ventas Inc,111.14%,HOLX,Hologic,126.20%,AKAM,Akamai Technologies Inc,119.83%,OXY,Occidental Petroleum,124.40%,CMCSA,Comcast Corp.,385.42%,EXR,Extra Space Storage,243.65%,WYNN,Wynn Resorts,210.41%,BMY,Bristol-Myers Squibb,297.67%,BAC,Bank of America Corp,219.31%,MA,Mastercard Inc.
57,510.57%,IBM,International Business Machines,382.64%,NE,Noble Corp,257.87%,TXN,Texas Instruments,135.01%,XLNX,Xilinx Inc,191.23%,ADI,"Analog Devices, Inc.",293.26%,SPG,Simon Property Group Inc,280.20%,OXY,Occidental Petroleum,264.70%,AMZN,Amazon.com Inc,307.31%,FMC,FMC Corporation,93.96%,AME,AMETEK Inc,110.49%,EW,Edwards Lifesciences,123.17%,KMX,Carmax Inc,119.81%,BWA,BorgWarner,123.45%,FMC,FMC Corporation,378.16%,IPG,Interpublic Group,242.04%,KR,Kroger Co.,207.45%,DPS,Dr Pepper Snapple Group,296.48%,ANDV,Andeavor,218.71%,NI,NiSource Inc.
58,508.77%,AXP,American Express Co,370.91%,WMT,Wal-Mart Stores,257.04%,PAYX,Paychex Inc.,133.85%,NVDA,Nvidia Corporation,189.13%,SYY,Sysco Corp.,292.58%,REG,Regency Centers Corporation,280.05%,SBR,Sabre Holdings,264.23%,REG,Regency Centers Corporation,306.60%,MCD,McDonald's Corp.,93.86%,FRT,Federal Realty Investment Trust,109.12%,IVZ,Invesco Ltd.,122.58%,ISRG,Intuitive Surgical Inc.,117.86%,CHD,Church & Dwight,122.26%,UAA,Under Armour,377.28%,LEN,Lennar Corp.,241.94%,HUM,Humana Inc.,205.20%,ADBE,Adobe Systems Inc,264.57%,LMT,Lockheed Martin Corp.,218.13%,MCO,Moody's Corp
59,493.44%,MDT,Medtronic plc,370.06%,OMC,Omnicom Group,256.52%,ETFC,E*Trade,133.84%,TJX,TJX Companies Inc.,187.99%,ESS,"Essex Property Trust, Inc.",290.86%,FRT,Federal Realty Investment Trust,275.07%,BLL,Ball Corp,257.36%,MRO,Marathon Oil Corp.,304.64%,BWA,BorgWarner,90.65%,DVA,DaVita,107.69%,SLB,Schlumberger Ltd.,122.26%,SBAC,SBA Communications,117.71%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,121.77%,FOSL,Fossil Group,373.27%,CXO,Concho Resources,238.79%,NOC,Northrop Grumman Corp.,203.57%,MO,Altria Group Inc,264.57%,URI,"United Rentals, Inc.",217.62%,TDG,TransDigm Group
60,477.33%,GILD,Gilead Sciences,367.95%,PFE,Pfizer Inc.,253.68%,TIF,Tiffany & Co.,133.24%,FISV,Fiserv Inc,184.16%,UDR,UDR Inc,288.44%,ABC,AmerisourceBergen Corp,275.07%,ANF,Abercrombie & Fitch,256.76%,DVN,Devon Energy,303.86%,ADM,Archer-Daniels-Midland Co,90.04%,SHW,Sherwin-Williams,105.62%,VTR,Ventas Inc,121.61%,F,Ford Motor,115.10%,JBHT,J. B. Hunt Transport Services,120.89%,PXD,Pioneer Natural Resources,365.48%,ANDV,Andeavor,235.41%,BWA,BorgWarner,203.05%,ILMN,Illumina Inc,263.45%,SNA,Snap-On Inc.,217.28%,LNC,Lincoln National
61,469.57%,NE,Noble Corp,367.78%,CMCSA,Comcast Corp.,253.55%,FITB,Fifth Third Bancorp,132.83%,MNST,Monster Beverage,180.59%,VTR,Ventas Inc,271.73%,EBAY,eBay,268.14%,STZ,Constellation Brands,253.56%,MCO,Moody's Corp,298.82%,PBCT,People's United Financial,89.85%,APA,Apache Corporation,105.28%,MCK,McKesson Corp.,117.34%,NBL,Noble Energy Inc,112.99%,NKE,Nike,120.25%,UNP,Union Pacific,361.70%,FOXA,Twenty-First Century Fox Class A,231.53%,MU,Micron Technology,200.15%,DIS,The Walt Disney Company,260.34%,ADBE,Adobe Systems Inc,214.36%,KLAC,KLA-Tencor Corp.
62,468.03%,IPG,Interpublic Group,362.68%,SBAC,SBA Communications,253.27%,COST,Costco Wholesale Corp.,131.60%,TWX,Time Warner Inc.,178.88%,MGM,MGM Resorts International,270.30%,UDR,UDR Inc,268.04%,PCAR,PACCAR Inc.,253.31%,PSA,Public Storage,290.63%,LUK,Leucadia National Corp.,89.19%,BAX,Baxter International Inc.,105.24%,FLIR,FLIR Systems,114.19%,AME,AMETEK Inc,106.70%,NBL,Noble Energy Inc,118.17%,NSM,National Semiconductor Corp.,346.29%,STZ,Constellation Brands,231.51%,FOXA,Twenty-First Century Fox Class A,198.26%,STX,Seagate Technology,259.83%,S,Sprint Nextel Corp.,213.74%,GD,General Dynamics
63,467.77%,FITB,Fifth Third Bancorp,361.32%,USB,U.S. Bancorp,252.52%,C,Citigroup Inc.,131.56%,SO,Southern Co.,177.82%,ROST,Ross Stores,269.21%,ADS,Alliance Data Systems,267.11%,CHK,Chesapeake Energy,252.86%,ANSS,ANSYS,277.25%,AME,AMETEK Inc,88.45%,RTN,Raytheon Co.,104.62%,MTD,Mettler Toledo,113.02%,NKE,Nike,106.18%,IBM,International Business Machines,117.83%,SPG,Simon Property Group Inc,338.83%,MYL,Mylan N.V.,230.21%,MO,Altria Group Inc,195.37%,SIG,Signet Jewelers,255.65%,MAS,Masco Corp.,205.36%,BDX,Becton Dickinson
64,464.13%,GLW,Corning Inc.,355.03%,MMC,Marsh & McLennan,250.26%,NTRS,Northern Trust Corp.,131.02%,CHD,Church & Dwight,177.38%,GRMN,Garmin Ltd.,267.13%,XRAY,Dentsply Sirona,265.91%,OI,Owens-Illinois,250.63%,KIM,Kimco Realty,274.95%,PEG,Public Serv. Enterprise Inc.,88.36%,ANDV,Andeavor,104.58%,RMD,ResMed,111.36%,O,Realty Income Corporation,106.00%,SRCL,Stericycle Inc,117.83%,CHTR,Charter Communications,336.42%,MCK,McKesson Corp.,229.98%,FOSL,Fossil Group,190.53%,MCK,McKesson Corp.,254.56%,CTAS,Cintas Corporation,204.10%,HAS,Hasbro Inc.
65,456.56%,TJX,TJX Companies Inc.,353.85%,SBUX,Starbucks Corp.,250.00%,FOSL,Fossil Group,128.53%,EQT,EQT Corporation,176.97%,RRC,Range Resources Corp.,264.78%,STZ,Constellation Brands,263.72%,HUM,Humana Inc.,248.96%,DVA,DaVita,271.57%,TPR,"Tapestry, Inc.",85.20%,MRO,Marathon Oil Corp.,100.46%,DISCA,Discovery Communications,110.51%,GWW,Grainger (W.W.) Inc.,105.74%,FLS,Flowserve Corporation,117.68%,CTSH,Cognizant Technology Solutions,334.37%,WHR,Whirlpool Corp.,224.24%,SBAC,SBA Communications,190.31%,LYB,LyondellBasell,254.23%,GILD,Gilead Sciences,203.18%,PGR,Progressive Corp.
66,450.32%,CDNS,Cadence Design Systems,351.23%,AIG,"American International Group, Inc.",249.44%,ADI,"Analog Devices, Inc.",128.51%,WAT,Waters Corporation,176.75%,BLL,Ball Corp,263.81%,CLF,Cliffs Natural Resources,263.40%,GRMN,Garmin Ltd.,248.64%,AVB,"AvalonBay Communities, Inc.",267.01%,SRCL,Stericycle Inc,84.15%,AKS,AK Steel Holding Corp.,100.36%,CMG,Chipotle Mexican Grill,110.00%,PH,Parker-Hannifin,104.91%,AME,AMETEK Inc,114.89%,DLR,Digital Realty,329.28%,FOX,Twenty-First Century Fox Class B,222.95%,LOW,Lowe's Cos.,186.84%,PSA,Public Storage,235.69%,RTN,Raytheon Co.,202.39%,TMO,Thermo Fisher Scientific
67,449.26%,WBA,Walgreens Boots Alliance,351.06%,CVS,CVS Health,249.21%,MMC,Marsh & McLennan,125.35%,NTAP,NetApp,176.56%,NE,Noble Corp,262.63%,HUM,Humana Inc.,262.81%,BSX,Boston Scientific,246.19%,COL,Rockwell Collins,266.68%,DLR,Digital Realty,82.68%,EW,Edwards Lifesciences,100.01%,APC,Anadarko Petroleum Corp,109.12%,AKS,AK Steel Holding Corp.,101.10%,AAP,Advance Auto Parts,112.58%,AWK,American Water Works Company Inc,324.53%,ILMN,Illumina Inc,222.25%,MAR,Marriott Int'l.,184.67%,CMCSA,Comcast Corp.,224.26%,MU,Micron Technology,202.38%,MHK,Mohawk Industries
68,447.65%,PFE,Pfizer Inc.,350.40%,FITB,Fifth Third Bancorp,248.57%,DNB,Dun & Bradstreet,118.36%,AAPL,Apple Inc.,174.28%,EOG,EOG Resources,260.99%,PBCT,People's United Financial,262.72%,LM,Legg Mason,244.52%,FFIV,F5 Networks,265.28%,ROK,Rockwell Automation Inc.,82.15%,FFIV,F5 Networks,96.57%,DVN,Devon Energy,108.29%,PCAR,PACCAR Inc.,99.79%,MO,Altria Group Inc,111.38%,HSY,The Hershey Company,323.90%,RHT,Red Hat Inc.,218.99%,AME,AMETEK Inc,182.81%,UHS,"Universal Health Services, Inc.",222.87%,DFS,Discover Financial Services,200.60%,CMA,Comerica Inc.
